Acad of Enter	ET 88C,FRIA C T 	ET 88C	FRIA C T 					1
Math	MATH 31,SAAKIAN L	MATH 31	SAAKIAN L	4	3	7		34
Math	MATH 31,HARJUNO T	MATH 31	HARJUNO T	1	2	8		41
Math	MATH 31,CHAU E	MATH 31	CHAU E	4	8	4		37
Math	MATH 31,OWAKA E A	MATH 31	OWAKA E A	5	10	9	1	44
Math	MATH 31,SIMPSON‐RODGERS N	MATH 31	SIMPSON‐RODGERS N	5	6	2		35
Math	MATH 31,ORTEGA J A	MATH 31	ORTEGA J A	4	5	4	1	46
Math	MATH 31,ENGLAND A M	MATH 31	ENGLAND A M	3	4	1		40
Math	MATH 31,SHEYNSHTEYN A S	MATH 31	SHEYNSHTEYN A S	3	4	2		32
Math	MATH 31,MOZAFARI R R	MATH 31	MOZAFARI R R	6	7	10		37
Math	MATH 32,LONDON J S	MATH 32	LONDON J S	2	4	9		46
Math	MATH 32,HERICHI H	MATH 32	HERICHI H	19	14	8	1	51
Math	MATH 32,KARASIK P A	MATH 32	KARASIK P A	3	4	5	1	48
Math	MATH 32,YEE D K	MATH 32	YEE D K	5	9	6		47
Math	MATH 32,LONDON J S	MATH 32	LONDON J S	3	7	5		46
Math	MATH 32,TU W	MATH 32	TU W	3	5	3		42
Math	MATH 32,SMITH S P	MATH 32	SMITH S P	9	11	6		40
Math	MATH 32,MARDIROSIAN R	MATH 32	MARDIROSIAN R	10	3	9	1	46
Math	MATH 32,PACHAS‐FLORES W	MATH 32	PACHAS‐FLORES W	5	6	3		38
Math	MATH 32,PEREZ R E	MATH 32	PEREZ R E	15	11	5	2	41
Math	MATH 41,PEREZ‐FERNANDEZ L 	MATH 41	PEREZ‐FERNANDEZ L 	6	4		4	14
Math	MATH 54,NGUYEN D T	MATH 54	NGUYEN D T	9	10	8		46
Math	MATH 54,NGUYEN D T	MATH 54	NGUYEN D T	4	4	6		45
Math	MATH 54,GHARAMANIANS J	MATH 54	GHARAMANIANS J	4	7	5		42
Math	MATH 54,ZILBERBRAND M	MATH 54	ZILBERBRAND M	3	5	5		42
Math	MATH 54,TU W	MATH 54	TU W	6	6	3		43
Math	MATH 54,MCGRAW C K	MATH 54	MCGRAW C K	11	13	4		46
Math	MATH 54,MCGRAW C K	MATH 54	MCGRAW C K	9	12	5		44
Math	MATH 54,SOLEYMANI S	MATH 54	SOLEYMANI S	17	7	5		55
Math	MATH 54,EDINGER G C	MATH 54	EDINGER G C	4	9	3		44
Math	MATH 54,FANELLI D	MATH 54	FANELLI D	4	9	12		46
Math	MATH 54,EDINGER G C	MATH 54	EDINGER G C	4	5	7		25
Math	MATH 54,JAHANGARD E	MATH 54	JAHANGARD E	1	3	5		42
Math	MATH 54,BASKAUSKAS V A	MATH 54	BASKAUSKAS V A	3	13	14		41
Math	MATH 54,JAHANGARD E	MATH 54	JAHANGARD E	4	4	10		41
Math	MATH 54,HUANG C Y	MATH 54	HUANG C Y	21	10	5		45
Math	MATH 54,PACHAS‐FLORES W	MATH 54	PACHAS‐FLORES W	9	8	7		48
Math	MATH 54,PACHAS‐FLORES W	MATH 54	PACHAS‐FLORES W	6	4	7		43
Math	MATH 54,XIE M C	MATH 54	XIE M C	6	4	9	1	45
Math	MATH 54,MALAKAR S R	MATH 54	MALAKAR S R	2	7	5		43
Math	MATH 54,MARTINEZ M G	MATH 54	MARTINEZ M G	14	5			27
Math	MATH 54,NIKOLAYCHUK A M	MATH 54	NIKOLAYCHUK A M	2	6	7		39
Math	MATH 54,PETIKYAN G	MATH 54	PETIKYAN G	15	16	8		49
Math	MATH 54,WALKER C W	MATH 54	WALKER C W	17	16	4		47
Math	MATH 54,CARTY B	MATH 54	CARTY B	9	16	7		45
Math	MATH 54,YANKEY K A	MATH 54	YANKEY K A	4	15	14		53
Math	MATH 54,PEREZ R E	MATH 54	PEREZ R E	22	14	3	1	44
Math	MATH 54,YANKEY K A	MATH 54	YANKEY K A	6	21	19		57
Math	MATH 81,QUEVEDO J M 	MATH 81	QUEVEDO J M 	3	4	4	5	29
Math	MATH 81,QUEVEDO J M 	MATH 81	QUEVEDO J M 	1	6	5	8	33
Math	MATH 81,ULRICH J W 	MATH 81	ULRICH J W 	3	5	6	12	39
Math	MATH 81,PHUNG Q T	MATH 81	PHUNG Q T	2	4	6		32
Math	MATH 81,SOURY S	MATH 81	SOURY S	2	3	2		35
Math	MATH 81,PHUNG Q T 	MATH 81	PHUNG Q T 	5	2	1	13	29
Math	MATH 81,CHAU E	MATH 81	CHAU E	1	6	9		36
Math	MATH 81,LAI I	MATH 81	LAI I	5	3	1		36
Math	MATH 81,BAYSSA B T	MATH 81	BAYSSA B T	3	11	3		33
Math	MATH 81,HE F Y	MATH 81	HE F Y	8	11	4		31
Math	MATH 81,MARTINEZ M G	MATH 81	MARTINEZ M G	9	8	1		33
Math	MATH 81,EVINYAN Z	MATH 81	EVINYAN Z	1	5	10		35
Math	MATH 81,HECHT S E	MATH 81	HECHT S E	3	7	5		32
Math	MATH 81,CHITGAR M H	MATH 81	CHITGAR M H	1	9	5		27
Math	MATH 81,RAFFEL C C	MATH 81	RAFFEL C C	7	5	2		30
Math	MATH 84,GIZAW A	MATH 84	GIZAW A	9	9	13		42
Math	MATH 84,RAHNAVARD M H	MATH 84	RAHNAVARD M H	2	7	14		45
Math	MATH 84,PETIKYAN G	MATH 84	PETIKYAN G	3	10	12		42
Math	MATH 84,QUEVEDO J M	MATH 84	QUEVEDO J M	1	2	12		31
Math	MATH 84,CHEN C	MATH 84	CHEN C	5	6	8		44
Math	MATH 84,HALAKA E F	MATH 84	HALAKA E F	28	11	2		47
Math	MATH 84,BRONIE B L	MATH 84	BRONIE B L	2	7	6	2	43
Math	MATH 84,BOJKOV A	MATH 84	BOJKOV A	6	8	9		49
Math	MATH 84,LOPEZ MA	MATH 84	LOPEZ MA	1	5	9		34
Math	MATH 84,ESMAEILI F A	MATH 84	ESMAEILI F A	1	5	21		44
Math	MATH 84,LEE L S	MATH 84	LEE L S	8	11	13		42
Math	MATH 84,LEE P H	MATH 84	LEE P H	2	4	8		44
Math	MATH 84,CHAN H J	MATH 84	CHAN H J	1	3	8		40
Math	MATH 84,OKONJO‐ADIGWE C E	MATH 84	OKONJO‐ADIGWE C E	2	6	4	1	32
Math	MATH 84,KING W S	MATH 84	KING W S	11	16	5		45
Math	MATH 84,OWENS D J	MATH 84	OWENS D J	2	5	13		39
Math	MATH 84,ATIQUE N	MATH 84	ATIQUE N	9	21	2	1	39
Math	MATH 84,HECHT S E	MATH 84	HECHT S E	1	2	4		16
Math	MATH 84,JIANG J	MATH 84	JIANG J	4	9	8		35
Math	MATH 84,YAN S K	MATH 84	YAN S K	11	8	5		32
Math	MATH 85,PHUNG Q T	MATH 85	PHUNG Q T	2	2	9		37
Math	MATH 85,MAZOROW M M	MATH 85	MAZOROW M M	3	6	9		44
Math	MATH 85,BENE A J	MATH 85	BENE A J	3	3	9		51
Math	MATH 85,MIANO I A	MATH 85	MIANO I A	3	10	13		49
Math	MATH 85,FOREMAN N J	MATH 85	FOREMAN N J	1	18	9		49
Math	MATH 85,ESMAEILI F A	MATH 85	ESMAEILI F A	1	13	12		39
Math	MATH 85,HERICHI H	MATH 85	HERICHI H	3	5	9		53
Math	MATH 85,LEE P H	MATH 85	LEE P H	4	1	2		33
Math	MATH 85,HALAKA E F	MATH 85	HALAKA E F	19	12	5		44
Math	MATH 85,CUDA H R	MATH 85	CUDA H R	6	10	11	1	48
Math	MATH 85,BATEMAN M	MATH 85	BATEMAN M	2	5	8		41
Math	MATH 85,LEE L S	MATH 85	LEE L S	7	10	10		46
Math	MATH 85,CHAN H J 	MATH 85	CHAN H J 	4	6	11	10	36
Math	MATH 85,EVINYAN Z	MATH 85	EVINYAN Z	8	9	8	1	40
Modern Lang/	ARABIC 1,BEZRATI S	ARABIC 1	BEZRATI S	30	1	1		39
Modern Lang/	ASL 1,DANA M	ASL 1	DANA M	9	11	8		39
Modern Lang/	CHNESE 1,LI G	CHNESE 1	LI G	6	4			27
Modern Lang/	CHNESE 1,WU X	CHNESE 1	WU X	7	6	6		39
Modern Lang/	CHNESE 1,WU X	CHNESE 1	WU X	10	5	2		33
Modern Lang/	CHNESE 2,WU D	CHNESE 2	WU D	17	11	2		34
Modern Lang/	CHNESE 4,WU X	CHNESE 4	WU X	8	3			13
Modern Lang/	CHNESE 8,YU X	CHNESE 8	YU X	10	3			22
Modern Lang/	CHNESE 9,YU X 	CHNESE 9	YU X 	4	3	2	2	16
Modern Lang/	FRENCH 1,ROZENKOPF F	FRENCH 1	ROZENKOPF F	15	3	1		32
Modern Lang/	FRENCH 1,CHAPMAN S P	FRENCH 1	CHAPMAN S P	5	6	5		35
Modern Lang/	FRENCH 1,POSNER L	FRENCH 1	POSNER L	10	6	6		35
Modern Lang/	FRENCH 1,BREEDLOVE K E	FRENCH 1	BREEDLOVE K E	15	10	8		43
Modern Lang/	FRENCH 1,BREEDLOVE K E	FRENCH 1	BREEDLOVE K E	8	10	4	2	33
Modern Lang/	FRENCH 1,APARICIO M A	FRENCH 1	APARICIO M A	4	4	4	1	27
Modern Lang/	FRENCH 2,BAILEY K A	FRENCH 2	BAILEY K A	2	5	4		23
Modern Lang/	FRENCH 2,BREEDLOVE K E	FRENCH 2	BREEDLOVE K E	17	8	5		35
Modern Lang/	FRENCH 2,APARICIO M A	FRENCH 2	APARICIO M A	2	4	2		19
Modern Lang/	FRENCH 2,KOKOVENA E A	FRENCH 2	KOKOVENA E A	1	1	2	1	10
Modern Lang/	FRENCH 3,ISNER‐BALL D R	FRENCH 3	ISNER‐BALL D R	17	6	1	3	32
Modern Lang/	FRENCH 8,APARICIO M A	FRENCH 8	APARICIO M A	6	6			19
Modern Lang/	GERMAN 1,VAN RENSSELAER I E	GERMAN 1	VAN RENSSELAER I E	12	8	4		32
Modern Lang/	GERMAN 1,TANAKA D J	GERMAN 1	TANAKA D J	7	7	2		31
Modern Lang/	GERMAN 1,LASHGARI RENSEL M	GERMAN 1	LASHGARI RENSEL M	14	4	5		32
Modern Lang/	GERMAN 2,GERL A	GERMAN 2	GERL A	7	5	4		20
Modern Lang/	GERMAN 3,GERL A	GERMAN 3	GERL A	4	3	4	1	17
Modern Lang/	GERMAN 4,GERL A	GERMAN 4	GERL A	3		1		6
Modern Lang/	GERMAN 8,TANAKA D J	GERMAN 8	TANAKA D J	5	3		2	12
Modern Lang/	HEBREW 1,MARGOLIS F S	HEBREW 1	MARGOLIS F S	10	9	1		33
Modern Lang/	HEBREW 2,ZWANG‐WEISSMAN	HEBREW 2	ZWANG‐WEISSMAN	10	6	3		32
Modern Lang/	ITAL 1,MUNIZ GRACIA A	ITAL 1	MUNIZ GRACIA A	5	9	10		38
Modern Lang/	ITAL 1,LORENZI P	ITAL 1	LORENZI P	3	7	5		34
Modern Lang/	ITAL 1,MUNIZ GRACIA A	ITAL 1	MUNIZ GRACIA A	7	5	3		32
Modern Lang/	ITAL 1,GIRIBALDI M	ITAL 1	GIRIBALDI M	12	4	2		30
Modern Lang/	ITAL 2,MUNIZ GRACIA A	ITAL 2	MUNIZ GRACIA A	10	4	2		19
Modern Lang/	ITAL 2,TROMBETTA G N	ITAL 2	TROMBETTA G N	11	3	1		19
Modern Lang/	ITAL 3,KEMITCH F A	ITAL 3	KEMITCH F A	8	6	2	1	20
Modern Lang/	ITAL 8,KEMITCH F A	ITAL 8	KEMITCH F A	13				21
Modern Lang/	JAPAN 1,SKROBAK MA F	JAPAN 1	SKROBAK MA F	21	3	5		36
Modern Lang/	JAPAN 1,JOHNSTON S K	JAPAN 1	JOHNSTON S K	6	7	5		34
Modern Lang/	JAPAN 1,SKROBAK MA F	JAPAN 1	SKROBAK MA F	23	4	2		33
Modern Lang/	JAPAN 1,HASHIMOTO Y	JAPAN 1	HASHIMOTO Y	13	6	3		32
Modern Lang/	JAPAN 1,OWENS Y T	JAPAN 1	OWENS Y T	8	9	3		34
Modern Lang/	JAPAN 1,TSUBOI Y	JAPAN 1	TSUBOI Y	13	5	5		34
Modern Lang/	JAPAN 1,KINJO H	JAPAN 1	KINJO H	17	7	3		36
Modern Lang/	JAPAN 1,KUBO M S	JAPAN 1	KUBO M S	6	6	4		31
Modern Lang/	JAPAN 1,KUBO M S	JAPAN 1	KUBO M S	6	7	2		35
Modern Lang/	JAPAN 2,COMRIE A K	JAPAN 2	COMRIE A K	11	10	7		38
Modern Lang/	JAPAN 2,NISHIKAWA M	JAPAN 2	NISHIKAWA M	13	4	7	1	29
Modern Lang/	JAPAN 2,NISHIKAWA M	JAPAN 2	NISHIKAWA M	14	8	2		32
Modern Lang/	JAPAN 2,NISHIKAWA M	JAPAN 2	NISHIKAWA M	18	5	1		31
Modern Lang/	JAPAN 2,MIURA Y	JAPAN 2	MIURA Y	17	9	2		37
Modern Lang/	JAPAN 3,TADA K	JAPAN 3	TADA K	4	3	3		13
Modern Lang/	JAPAN 3,TAKEMORI K	JAPAN 3	TAKEMORI K	18	4	1		26
Modern Lang/	JAPAN 4,SKROBAK MA F	JAPAN 4	SKROBAK MA F	23	5	2		33
Modern Lang/	KOREAN 1,CHA J	KOREAN 1	CHA J	16	10	5		35
Modern Lang/	KOREAN 1,CHA J	KOREAN 1	CHA J	22	5	3		36
Modern Lang/	KOREAN 2,KIM JU	KOREAN 2	KIM JU	20	7	4	1	37
Modern Lang/	KOREAN 4,CHA J	KOREAN 4	CHA J	25	2		1	31
Modern Lang/	LING 1,HARCLERODE J E	LING 1	HARCLERODE J E	14	11	6		41
Modern Lang/	PERSIN 2,POURZANGIABADI B	PERSIN 2	POURZANGIABADI B	22	6			31
Modern Lang/	RUSS 2,BAUCKUS S J	RUSS 2	BAUCKUS S J	26	3			38
Modern Lang/	SPAN 1,BOLIVAR‐OWEN E	SPAN 1	BOLIVAR‐OWEN E	6	7	1		31
Modern Lang/	SPAN 1,BOLIVAR‐OWEN E	SPAN 1	BOLIVAR‐OWEN E	3	10	2		30
Modern Lang/	SPAN 1,TRIVES T	SPAN 1	TRIVES T	4	8	2		32
Modern Lang/	SPAN 1,TRIVES T	SPAN 1	TRIVES T	3	5			31
Modern Lang/	SPAN 1,BARRIODEMENDOZA M	SPAN 1	BARRIODEMENDOZA M	14	2	2	1	30
Modern Lang/	SPAN 1,BOLIVAR‐OWEN E	SPAN 1	BOLIVAR‐OWEN E	8	8	1		28
Modern Lang/	SPAN 1,BUZATU A	SPAN 1	BUZATU A	4	9	7		35
Modern Lang/	SPAN 1,CANDELARIA C	SPAN 1	CANDELARIA C	7	1	4		24
Modern Lang/	SPAN 1,ERICKSON M P	SPAN 1	ERICKSON M P	4	2	2		21
Modern Lang/	SPAN 1,ERICKSON M P	SPAN 1	ERICKSON M P	5	3	6		29
Modern Lang/	SPAN 1,RODRIGUEZ JEANNETTE	SPAN 1	RODRIGUEZ JEANNETTE	16	4	4	1	32
Modern Lang/	SPAN 1,QUINONES H C	SPAN 1	QUINONES H C	5	6	6		34
Modern Lang/	SPAN 2,KIM YUNSOOK	SPAN 2	KIM YUNSOOK	5	6	4		23
Modern Lang/	SPAN 2,ZARATE S	SPAN 2	ZARATE S	7	3	3		23
Modern Lang/	SPAN 2,MIZUKI A H	SPAN 2	MIZUKI A H	4	4	2		24
Modern Lang/	SPAN 2,GONZALEZ CA	SPAN 2	GONZALEZ CA	10	1	2		28
Modern Lang/	SPAN 2,SCHAFFER S C	SPAN 2	SCHAFFER S C	8	6	10		32
Modern Lang/	SPAN 2,BURKE V	SPAN 2	BURKE V	7	7	5		25
Modern Lang/	SPAN 2,NDOLEY M N	SPAN 2	NDOLEY M N	4	5	1	2	29
Modern Lang/	SPAN 3,ZAMUDIO BROOKS M G	SPAN 3	ZAMUDIO BROOKS M G	4	5	2		19
Modern Lang/	SPAN 3,VOGEL‐ZUIDERWEG	SPAN 3	VOGEL‐ZUIDERWEG	6	8	3		20
Modern Lang/	SPAN 4,FIGUEROA A B	SPAN 4	FIGUEROA A B	16	9	5		32
Modern Lang/	SPAN 8,TRIVES T	SPAN 8	TRIVES T	5	2	1		17
Modern Lang/	SPAN 11,ANDERSON R A	SPAN 11	ANDERSON R A	4	5	5		28
Modern Lang/	SPAN 11,ANDERSON R A	SPAN 11	ANDERSON R A	1	10	10		34
Modern Lang/	SPAN 12,ANDERSON R A	SPAN 12	ANDERSON R A	6	8	2		20
Modern Lang/	SPAN 31A,MIZUKI A H	SPAN 31A	MIZUKI A H	8	2	4	1	26
Modern Lang/	SPAN 31A,BURKE V	SPAN 31A	BURKE V	3	4			29
Music	MUSIC 1,PILLICH G S	MUSIC 1	PILLICH G S	5	7	7		34
Music	MUSIC 1,YOUNG A L	MUSIC 1	YOUNG A L	7	4	3		32
Music	MUSIC 1,CHOU L	MUSIC 1	CHOU L	21	8	5		41
Music	MUSIC 1,ZUSMAN S P	MUSIC 1	ZUSMAN S P	6	4	1	1	24
Music	MUSIC 1,TITMUS J G	MUSIC 1	TITMUS J G	34	10			48
Music	MUSIC 1,ZUSMAN S P	MUSIC 1	ZUSMAN S P	18	2	3		37
Music	MUSIC 1,TITMUS J G	MUSIC 1	TITMUS J G	32	7			45
Music	MUSIC 1,MORA R K	MUSIC 1	MORA R K	26	6	5		43
Music	MUSIC 1,HOLT D K	MUSIC 1	HOLT D K	12	4	2		31
Music	MUSIC 1,MORA R K	MUSIC 1	MORA R K	23	5	1		36
Music	MUSIC 2,DRISCOLL B S	MUSIC 2	DRISCOLL B S	5	10	4		37
Music	MUSIC 2,DRISCOLL B S	MUSIC 2	DRISCOLL B S	4	7	4		31
Music	MUSIC 2,DUTTON D L	MUSIC 2	DUTTON D L	3	1	10	1	18
Music	MUSIC 3,GOODMAN D B	MUSIC 3	GOODMAN D B	6	10	2	1	22
Music	MUSIC 4,GOODMAN D B	MUSIC 4	GOODMAN D B	9	7	2		19
Music	MUSIC 6,DRISCOLL B S	MUSIC 6	DRISCOLL B S	5	15	3		36
Music	MUSIC 6,TAKESUE S A	MUSIC 6	TAKESUE S A	4	3	5		31
Music	MUSIC 6,DUTTON D L	MUSIC 6	DUTTON D L	3	3	3	1	18
Music	MUSIC 7,GOODMAN D B	MUSIC 7	GOODMAN D B	8	5	5		21
Music	MUSIC 8,GOODMAN D B	MUSIC 8	GOODMAN D B	13	3	2		19
Music	MUSIC 13,CARLSON M C	MUSIC 13	CARLSON M C	9	5			17
Music	MUSIC 31,TRABOLD W E	MUSIC 31	TRABOLD W E	4	4	1	1	23
Music	MUSIC 32,BERGMAN J F	MUSIC 32	BERGMAN J F	15	2	4		34
Music	MUSIC 32,CARTER T M	MUSIC 32	CARTER T M	20	3	4		33
Music	MUSIC 32,BERGMAN J F	MUSIC 32	BERGMAN J F	17	4	7		49
Music	MUSIC 32,TRABOLD W E	MUSIC 32	TRABOLD W E	7	13	9		35
Music	MUSIC 32,MARTIN J M	MUSIC 32	MARTIN J M	23	2		1	30
Music	MUSIC 32,ZUSMAN S P	MUSIC 32	ZUSMAN S P	16	3			23
Music	MUSIC 32,YOUNG A L	MUSIC 32	YOUNG A L	11	7	6	1	28
Music	MUSIC 32,TITMUS J G	MUSIC 32	TITMUS J G	30	6		1	44
Music	MUSIC 32,HOLT D K	MUSIC 32	HOLT D K	4	5	3	1	39
Music	MUSIC 32,GOODMAN D B	MUSIC 32	GOODMAN D B	6	3	4		21
Music	MUSIC 32,YOUNG A L	MUSIC 32	YOUNG A L	14	11	8		39
Music	MUSIC 32,PARNELL D J	MUSIC 32	PARNELL D J	31				31
Music	MUSIC 32,SMITH J E	MUSIC 32	SMITH J E	4	4	3		20
Music	MUSIC 32,TURNER J F	MUSIC 32	TURNER J F	4	4	5		33
Music	MUSIC 33,FIDDMONT F K	MUSIC 33	FIDDMONT F K	30	1			34
Music	MUSIC 33,PILLICH G S	MUSIC 33	PILLICH G S	20	7	5		38
Music	MUSIC 33,FIDDMONT F K	MUSIC 33	FIDDMONT F K	78	19	6		124
Music	MUSIC 33,ONEAL K A	MUSIC 33	ONEAL K A	55				55
Music	MUSIC 33,TERRY L	MUSIC 33	TERRY L	12	3	2	1	29
Music	MUSIC 33,ONEAL K A	MUSIC 33	ONEAL K A	57				59
Music	MUSIC 33,ONEAL K A	MUSIC 33	ONEAL K A	58				58
Music	MUSIC 33,TERRY L	MUSIC 33	TERRY L	13	10	5		35
Music	MUSIC 33,TERRY L	MUSIC 33	TERRY L	12	13	2		34
Music	MUSIC 36,ALTMIRE M	MUSIC 36	ALTMIRE M	11	5	10	1	43
Music	MUSIC 36,PARNELL D J	MUSIC 36	PARNELL D J	22	4			35
Music	MUSIC 37,ALVISO J R	MUSIC 37	ALVISO J R	11	8	12		78
Music	MUSIC 37,ALVISO J R	MUSIC 37	ALVISO J R	6	3	6		26
Music	MUSIC 42,DE STEFANO J D	MUSIC 42	DE STEFANO J D	22				23
Music	MUSIC 45,CHAPMAN K R	MUSIC 45	CHAPMAN K R	1				3
Music	MUSIC 50A,TRABOLD W E	MUSIC 50A	TRABOLD W E	12	4	4		33
Music	MUSIC 50A,DE STEFANO J D	MUSIC 50A	DE STEFANO J D	20	2			31
Music	MUSIC 50A,OLIVER G A	MUSIC 50A	OLIVER G A	14	2	1	1	32
Music	MUSIC 50A,PARNELL D J	MUSIC 50A	PARNELL D J	13	2			32
Music	MUSIC 50B,DE STEFANO J D	MUSIC 50B	DE STEFANO J D	15	4			27
Music	MUSIC 50B,DE STEFANO J D	MUSIC 50B	DE STEFANO J D	19	3			31
Music	MUSIC 50B,KAHN D Z	MUSIC 50B	KAHN D Z	11	1	1	1	22
Music	MUSIC 53,BREKKE I J	MUSIC 53	BREKKE I J	19				23
Music	MUSIC 55,HULS J J	MUSIC 55	HULS J J	16	2			20
Music	MUSIC 57,GORDON G R	MUSIC 57	GORDON G R	9	2	1		17
Music	MUSIC 59,BELAN W L	MUSIC 59	BELAN W L	10	2	1		16
Music	MUSIC 59,LOCH A J	MUSIC 59	LOCH A J	17				17
Music	MUSIC 60A,STERLING J	MUSIC 60A	STERLING J	4	4	1		13
Music	MUSIC 60A,KIM J	MUSIC 60A	KIM J	8	2	1		21
Music	MUSIC 60A,TUIT R H	MUSIC 60A	TUIT R H	17	3	1		24
Music	MUSIC 60A,GLIADKOVSKAYA E	MUSIC 60A	GLIADKOVSKAYA E	5	2	1		14
Music	MUSIC 60A,KIM J	MUSIC 60A	KIM J	6	2	2		16
Music	MUSIC 60A,KOZLOVA YU V	MUSIC 60A	KOZLOVA YU V	13	1			16
Music	MUSIC 60A,STERLING J	MUSIC 60A	STERLING J	7	1	2		15
Music	MUSIC 60A,SCHREINER G	MUSIC 60A	SCHREINER G	10	1			14
Music	MUSIC 60A,CHOU L	MUSIC 60A	CHOU L	10	4	1		18
Music	MUSIC 60A,GLIADKOVSKAYA E	MUSIC 60A	GLIADKOVSKAYA E	8		1		19
Music	MUSIC 60A,SCHREINER G	MUSIC 60A	SCHREINER G	8	1	1		18
Music	MUSIC 60B,KOZLOVA YU V	MUSIC 60B	KOZLOVA YU V	4	3	1		14
Music	MUSIC 60B,KIM J	MUSIC 60B	KIM J	5	3	1		15
Music	MUSIC 60B,CHOU L	MUSIC 60B	CHOU L	13	2			20
Music	MUSIC 60B,STERLING J	MUSIC 60B	STERLING J	7	2	3		19
Music	MUSIC 60C,KOZLOVA YU V	MUSIC 60C	KOZLOVA YU V	10	4	1		20
Music	MUSIC 60C,CHOU L	MUSIC 60C	CHOU L	11	2		1	20
Music	MUSIC 60D,KOZLOVA YU V	MUSIC 60D	KOZLOVA YU V	10	4	1		19
Music	MUSIC 61B,CHOU L	MUSIC 61B	CHOU L	15				17
Music	MUSIC 63,CHOU L	MUSIC 63	CHOU L	6	1		2	13
Music	MUSIC 64,KOZLOVA YU V	MUSIC 64	KOZLOVA YU V	17	1			19
Music	MUSIC 65B,AUGUSTINE W J	MUSIC 65B	AUGUSTINE W J	13				14
Music	MUSIC 66,TAKESUE S A	MUSIC 66	TAKESUE S A	8		2		18
Music	MUSIC 69D,KOZLOVA YU V	MUSIC 69D	KOZLOVA YU V	12		1		16
Music	MUSIC 70A,VERHOEVEN M	MUSIC 70A	VERHOEVEN M	15	3		1	23
Music	MUSIC 70B,VERHOEVEN M	MUSIC 70B	VERHOEVEN M	5	1			9
Music	MUSIC 70C,VERHOEVEN M	MUSIC 70C	VERHOEVEN M	6				6
Music	MUSIC 71,MORA R K	MUSIC 71	MORA R K	6	2			9
Music	MUSIC 72,MORA R K	MUSIC 72	MORA R K	6	1			9
Music	MUSIC 73A,ALTMIRE M	MUSIC 73A	ALTMIRE M	8	3	1	1	17
Music	MUSIC 73B,ALTMIRE M	MUSIC 73B	ALTMIRE M	4	2			14
Music	MUSIC 74,MARTIN J M	MUSIC 74	MARTIN J M	15	1			16
Music	MUSIC 76,MORA R K	MUSIC 76	MORA R K	5	3			8
Music	MUSIC 77,MC KEOWN K O	MUSIC 77	MC KEOWN K O	12				13
Music	MUSIC 78,WHALEY T L	MUSIC 78	WHALEY T L	15				15
Music	MUSIC 78,FIDDMONT F K	MUSIC 78	FIDDMONT F K	10	1			11
Music	MUSIC 79A,FIDDMONT F K	MUSIC 79A	FIDDMONT F K	13	1			22
Music	MUSIC 84A,CHEESMAN J M	MUSIC 84A	CHEESMAN J M	13	1	1		19
Music	MUSIC 84A,CHEESMAN J M	MUSIC 84A	CHEESMAN J M	22	3	1		30
Music	MUSIC 84A,SCHULMAN J	MUSIC 84A	SCHULMAN J	7	4	3		18
Music	MUSIC 84A,SCHULMAN J	MUSIC 84A	SCHULMAN J	8	5	2		18
Music	MUSIC 84A,HARMON J M	MUSIC 84A	HARMON J M	13	4	2		20
Music	MUSIC 84A,CARTER T M	MUSIC 84A	CARTER T M	18	2			28
Music	MUSIC 84A,HARMON J M	MUSIC 84A	HARMON J M	15	5			23
Music	MUSIC 84B,CHEESMAN J M	MUSIC 84B	CHEESMAN J M	15	2	1		21
Music	MUSIC 84B,VILLEGAS L E	MUSIC 84B	VILLEGAS L E	7	1			9
Music	MUSIC 84B,HARMON J M	MUSIC 84B	HARMON J M	20	3	1		27
Music	MUSIC 84C,CARTER T M	MUSIC 84C	CARTER T M	13	1		1	18
Music	MUSIC 87A,SCHULMAN J	MUSIC 87A	SCHULMAN J	11	1	1		18
Music	MUSIC 88A,MARTIN J M	MUSIC 88A	MARTIN J M	1				2
Music	MUSIC 88B,MARTIN J M	MUSIC 88B	MARTIN J M	5				5
Music	MUSIC 92,DE STEFANO J D	MUSIC 92	DE STEFANO J D	4				4
Music	MUSIC 92,DRISCOLL B S	MUSIC 92	DRISCOLL B S	1				1
Music	MUSIC 92,GOODMAN D B	MUSIC 92	GOODMAN D B	1				1
Music	MUSIC 92,GORDON G R	MUSIC 92	GORDON G R	2				2
Music	MUSIC 92,HARMON J M	MUSIC 92	HARMON J M	2				2
Music	MUSIC 92,KAHN D Z	MUSIC 92	KAHN D Z	1				1
Music	MUSIC 92,KOPPLIN D F	MUSIC 92	KOPPLIN D F	2				2
Music	MUSIC 92,KOZLOVA YU V	MUSIC 92	KOZLOVA YU V	2				2
Music	MUSIC 92,OLIVER G A	MUSIC 92	OLIVER G A	3				3
Music	MUSIC 92,PARNELL D J	MUSIC 92	PARNELL D J	2				2
Music	MUSIC 92,TORFEH K M	MUSIC 92	TORFEH K M	1				1
Music	MUSIC 92,BERG R	MUSIC 92	BERG R	2				2
Music	MUSIC 92,VAJ E	MUSIC 92	VAJ E	3				3
Music	MUSIC 94,FIDDMONT F K	MUSIC 94	FIDDMONT F K	25				25
Philosophy/So	ECON 1,GANLEY I D	ECON 1	GANLEY I D	16	8	5		49
Philosophy/So	ECON 1,GARCIA C P	ECON 1	GARCIA C P	5	3	9		55
