Santa Monica College - Grade Distribution Fall 2013,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,,,2180,JO C J,1,5,10,3,5,,,,,1,25,
,,,,2181,JORDAN S,1,14,9,,2,,,,,,26,
,,,,2182,HOROWITZ R S,2,6,12,4,,,,1,,,25,
,,,,4217,CERQUEIRA B L,,1,12,5,3,,,,,4,25,
,,ESL,11B,2184,NIGHTINGALE M D,,1,7,3,2,,,4,4,,21,
,,,,2185,KIM E,,1,5,5,4,,,1,8,1,25,
,,,,2186,MARASCO J A,,2,9,4,2,,,5,3,1,26,
,,,,2187,KOENIG GOLOMBEK L K,,6,6,1,2,,,3,5,2,25,
,,,,2188,KOENIG GOLOMBEK L K,,1,7,6,,,,4,8,,26,
,,,,2189,GILL A M,,2,7,1,5,,,5,3,2,25,
,,,,4218,CERQUEIRA B L,1,2,7,3,2,,,2,5,2,24,
,,ESL,14A,2190,MARASCO J A,6,12,6,3,4,,,,,1,32,
,,,,2191,SPECTOR A L,11,4,1,1,4,,,,,5,26,
,,ESL,14B,2192,MARASCO J A,12,11,5,3,3,,1,,,1,36,
,,ESL,15,2193,TUDMAN K L,13,8,4,,,,,,,2,27,
,,,,2194,ELLIS T L,10,11,5,,,,,,1,,27,
,,ESL,16A,2195,NIGHTINGALE M D,3,13,1,2,1,,,1,,3,24,
,,ESL,16B,2196,CAFFEE N B,18,6,2,1,6,,,,,3,36,
,,,,2197,NIGHTINGALE M D,3,5,5,2,,,,,1,6,22,
,,ESL,16C,2198,RANDALL T R,5,1,6,4,2,,,,,,18,
,,,,2199,RANDALL T R,1,10,9,4,1,,,,1,,26,
,,,,2200,NIGHTINGALE M D,3,6,6,4,,,,1,,6,26,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 46 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,17,2201,STIVENER M,3,7,8,3,4,,,,,6,31,
,,ESL,20A,2202,TUDMAN K L,5,13,16,3,,,,,,1,38,
,,,,2203,RANDALL T R,1,3,11,4,1,,,2,,2,24,
,,ESL,20B,2204,HARCLERODE J E,12,14,5,3,,,,,,,34,
,,,,2205,HARCLERODE J E,12,9,3,1,4,,,,,2,31,
,,ESL,21A,2206,LODMER E L,,,6,1,4,,,6,16,1,34,
,,,,2207,HOOVER J,,3,10,8,3,,,4,9,1,38,
,,,,2208,BOSTWICK L H,,5,6,,,,,2,12,1,26,
,,,,2209,LE VEQUE V F,,1,7,7,,,,4,2,3,24,
,,,,2210,IBARAKI A T,,2,,1,2,,,10,6,4,25,
,,,,2211,COURTER S R,,,1,5,1,,,11,3,4,25,
,,,,2213,JAFFE S R,,7,6,2,7,,,4,5,6,37,
,,,,2214,KIM E,,2,3,4,6,,,4,5,,24,
,,,,2215,YENSER S J,,2,,2,4,,,6,9,1,24,
,,,,2216,JAFFE S R,2,3,10,8,2,,,3,6,2,36,
,,,,2217,KOENIG GOLOMBEK L K,,1,7,4,4,,,7,11,2,36,
,,,,2218,LEVITT D J,,3,5,1,2,,,5,5,4,25,
,,,,2219,KAHN A B,1,2,3,3,3,,,5,6,1,24,
,,,,2220,YENSER S J,1,3,2,3,4,,,3,8,1,25,
,,,,2221,LE VEQUE V F,,1,6,7,5,,,5,,,24,
,,,,2222,KIM E,,,6,7,1,,,4,5,2,25,
,,,,2223,JO C J,,1,6,,2,,,7,3,2,21,
,,,,2224,GOLDEN K L,1,4,4,4,,,,1,8,1,23,
,,,,2225,WOLFE R A,2,,1,1,2,,,7,9,3,25,
,,,,2227,GRAZIADEI K N,,3,5,7,1,,,10,7,1,34,
,,,,2228,GOLDEN K L,4,4,2,2,6,,,2,3,2,25,
,,,,2229,CAMARGO D R,,1,2,2,1,,,3,13,3,25,
,,,,2230,IBARAKI A T,,1,3,2,2,,,4,11,1,24,
,,,,2231,HAHN CH S,,1,6,3,7,,,4,2,,23,
,,,,2232,YENSER S J,,2,3,1,5,,,8,6,,25,
,,,,4219,CAMARGO D R,,1,4,3,,,,3,9,2,22,
,,ESL,21B,2233,LODMER E L,1,1,2,4,,,,15,6,1,30,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 47 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,21B,2234,HOOVER J,2,3,2,,4,,,5,11,4,31,
,,,,2235,ASHLEIGH S B,1,11,,,1,,,3,8,1,25,
,,,,2236,CAFFEE N B,1,2,4,1,,,,3,11,1,23,
,,,,2237,HOOVER J,2,9,8,,2,,,6,7,1,35,
,,,,2238,KOENIG GOLOMBEK L K,1,1,4,,1,,,9,15,1,32,
,,,,2239,HOOVER J,2,6,6,,3,,,10,4,2,33,
,,,,2240,GILL A M,1,3,1,,2,,,7,6,5,25,
,,,,2241,ASHLEIGH S B,4,6,,,1,,,2,9,2,24,
,,,,2242,SILVER J L,1,4,1,,,,,7,11,1,25,
,,,,2243,TRACEY M P,4,1,,,,,,10,7,3,25,
,,,,2244,SILVER J L,1,2,1,,1,,,8,12,,25,
,,,,2245,TRACEY M P,1,,1,,1,,,10,11,1,25,
,,,,2246,CAFFEE N B,1,4,2,,,,,5,12,1,25,
,,,,4220,TRACEY M P,1,2,3,,,,,9,9,1,25,
,,,,4221,CAMARGO D R,2,8,1,,,,,1,14,1,27,
,,ESL,23,2247,HOROWITZ R S,5,17,3,1,,,,1,1,5,33,
,,,,2248,GRAZIADEI K N,8,8,2,,4,,,,1,4,27,
,,ESL,25,2249,TUDMAN K L,1,1,8,,1,,,,4,3,18,
,,ESL,28,2250,IBARAKI A T,6,15,3,2,1,,,,2,3,32,
,,,,2251,RANDALL T R,1,5,9,1,2,,,1,,8,27,
Health Scien,HEALTH,HEALTH 6,,2390,REES D M,15,6,6,1,4,,2,,,9,43,
,NURSNG,NURSNG 1,,2930,THIERCOF H A,15,23,1,,,,,,,1,40,
,,NURSNG 1,,2931,THIERCOF H A,,,,,,,,,10,,10,
,,,,2932,GODAWA K S,,,,,,,,,10,,10,
,,,,2933,GALARAGA E,,,,,,,,,9,1,10,
,,,,2934,MCCASKILL C J,,,,,,,,,10,,10,
,,NURSNG 1,,2935,THIERCOF H A,12,26,1,,,,,,,,39,
,,NURSNG 1,,2936,THIERCOF H A,,,,,,,,,9,,9,
,,,,2937,GALARAGA E,,,,,,,,,10,,10,
,,,,2938,SHORT A D,,,,,,,,,10,,10,
,,,,2939,SHORT A D,,,,,,,,,10,,10,
,,NURSNG 1,,2940,WILLIAMS E J,,,,,,,,,16,,16,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 48 of 87,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Health Scien,NURSNG,NURSNG 1,2941,FRIEDMAN M H,2,9,8,2,,4,,,,,15,40
,,,2942,FRIEDMAN M H,3,7,3,1,,5,,,,,10,29
,,,4410,FRIEDMAN M H,3,5,4,2,,2,,,,,22,38
,,NURSNG 2,2943,ANGEL V M,2,18,15,2,,2,,,,,1,40
,,NURSNG 2,2944,ANGEL V M,,,,,,,,,3,7,,10
,,,2945,SOSHNIK R M,,,,,,,,,1,9,,10
,,,2946,PENAFLORIDA D D,,,,,,,,,,10,,10
,,,2947,MAYORGA A,,,,,,,,,,9,2,11
,,NURSNG 2,2948,FARBER G C,11,20,4,,,,,,,,3,38
,,NURSNG 2,2949,FARBER G C,,,,,,,,,,8,4,12
,,,2950,RISINGER L A,,,,,,,,,,8,,8
,,,2951,FARBER G C,,,,,,,,,,9,,9
,,,2952,FARBER G C,,,,,,,,,,10,2,12
,,NURSNG 2,2953,MCDONALD J M,2,31,2,,,,,,,,1,36
,,NURSNG 3,2954,WILLIAMS E J,,1,20,12,,1,,,,,1,35
,,NURSNG 3,2955,WILLIAMS E J,,,,,,,,,2,5,1,8
,,,2956,ISLAS V I,,,,,,,,,,9,1,10
,,,2957,LEE A K,,,,,,,,,3,6,,9
,,,2958,STOVALL K,,,,,,,,,4,5,,9
,,NURSNG 3,2959,ABERBOOK V A,1,14,6,,,,,,,,,21
,,NURSNG 3,2960,ANGEL V M,,,,,,,,,,7,,7
,,,2961,ABERBOOK V A,,,,,,,,,,1,,1
,,,2962,ABERBOOK V A,,,,,,,,,,6,,6
,,,2963,BREGMAN M A,,,,,,,,,,7,,7
,,NURSNG 3,2964,LOPEZ G M,10,4,,,,4,,,,,15,33
,,,2965,LOPEZ G M,4,18,6,1,,5,,,,,4,38
,,NURSNG 4,2966,ADLER E,5,12,,,,,,,,,,17
,,,2967,ADLER E,2,6,1,,,,,,,,,9
,,NURSNG 4,2968,ADLER E,,,,,,,,,,9,,9
,,,2969,ESTRELLA D J,,,,,,,,,,9,,9
,,,2971,WISE J K,,,,,,,,,,8,,8
,,NURSNG 4,2972,ABERBOOK V A,2,6,1,,,,,,,,,9
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 49 of 87
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Health Scien,NURSNG,NURSNG 4,,2973,MCCASKILL C J,7,10,,,,,,,,,17,
,,NURSNG 4,,2974,SMITH D L,,,,,,,,,9,,9,
,,,,2976,ABERBOOK V A,,,,,,,,,9,,9,
,,,,2977,ABERBOOK V A,,,,,,,,,8,,8,
,,NURSNG 5,,2978,WILLIAMS E J,5,8,11,2,,,,,,,26,
,,NURSNG 5,,2979,DULI L R,,,,,,,,,13,4,17,
,,,,2980,WILLIAMS E J,,,,,,,,2,11,2,15,
,RES TH,RES TH,1,3234,SANTANA S A,14,9,7,8,5,,,,,5,48,
,,RES TH 60,,3235,SANTANA S A,1,13,4,4,,,,,,,22,
History,HIST,HIST,1,2391,FOGLEMAN A M,15,4,2,4,1,,,,1,9,36,
,,,,2392,BYRNE D,8,14,4,2,4,,,,1,5,38,
,,,,2393,FRISCH D C W,6,2,14,4,2,,,,,17,45,
,,,,2394,FOGLEMAN A M,13,6,1,,,,,,,3,23,
,,,,2395,CLAYBORNE D,12,8,9,9,8,,,,,16,62,
,,,,2396,ROMANO H M,6,7,5,4,6,,,,,10,38,
,,,,2397,STILES C L,37,27,6,5,3,,,1,,3,82,
,,,,2398,BYRNE D,10,14,8,2,5,,,,,6,45,
,,,,4274,STILES C L,20,44,11,6,1,,,,,,82,
,,HIST,2,2399,ELLEFSON D C,4,5,8,2,4,,,,1,7,31,
,,,,2400,KERZE M,8,4,10,,,,1,,,10,33,
,,,,2401,KENT M L,13,9,4,2,2,,,,,6,36,
,,,,2402,MANOFF R J,15,18,6,,5,,,,,2,46,
,,,,2403,ROMANO H M,5,10,5,2,11,,,,,8,41,
,,,,2404,KENT M L,15,12,3,2,3,,,,,3,38,
,,,,2405,GHANBARPOUR C,26,9,4,3,2,,,,,3,47,
,,,,2406,VERLET M C,3,3,4,2,5,,,,,3,20,
,,,,2407,VERLET M C,4,5,2,3,6,,,,,6,26,
,,,,4275,RASMUSSEN K A,3,10,3,1,9,,1,,,8,35,
,,HIST,3,4276,STILES C L,26,10,5,1,,,,,,2,44,
,,HIST,4,4277,STILES C L,36,8,1,,1,,,,,2,48,
,,HIST,5,2408,MOSTKOFF A,12,12,8,1,4,,,,,10,47,
,,,,2409,MOSTKOFF A,17,7,12,2,7,,,,2,2,49,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 50 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
History,HIST,HIST,5,3366,RUIZ R,15,7,3,4,,,1,,,5,35,
,,HIST,6,2410,MOSTKOFF A,14,13,6,1,2,,,,,9,45,
,,,,2411,MOSTKOFF A,20,16,11,,2,,,,,4,53,
,,HIST,10,2412,KAWAGUCHI L A,,2,8,6,6,,,1,,23,46,
,,,,2413,KAWAGUCHI L A,10,12,,3,8,,,,,17,50,
,,,,2414,CRUZ J S,9,8,9,6,1,,,,,8,41,
,,,,2415,CRUZ J S,18,5,3,6,,,,,1,10,43,
,,,,2416,SAAVEDRA Y,7,15,9,3,3,,,,2,8,47,
,,,,2417,CRUZ J S,16,9,7,5,,,,,,7,44,
,,,,2418,AMERIAN S M,12,17,8,2,2,,,,3,2,46,
,,,,2419,KAWAGUCHI L A,4,4,7,2,5,,,,,8,30,
,,HIST,11,2420,SLAUGHTER M A,7,18,8,4,3,,1,,,5,46,
,,,,2421,KEVILLE T J,15,14,4,1,2,,,,,3,39,
,,,,2422,NIELSEN C S,5,11,8,1,2,,,,,1,28,
,,,,2423,BORGHEI S C,6,9,7,8,6,,,,,12,48,
,,,,2424,CHI J S,1,8,15,3,9,,1,,,15,52,
,,,,2425,GANTNER D C,17,21,1,,5,,,,,,44,
,,,,2426,GANTNER D C,17,2,,,,,,,,,19,
,,,,2427,KEVILLE T J,29,10,3,2,6,,,1,1,1,53,
,,,,2428,NIELSEN C S,10,15,2,,,,,,1,7,35,
,,,,2429,VANBENSCHOTEN W D,5,10,4,8,4,,,,,8,39,
,,HIST,12,2430,AMERIAN S M,9,12,8,5,5,,,,,2,41,
,,,,2431,SAAVEDRA Y,2,7,7,6,7,,,,,10,39,
,,,,2432,CHI J S,2,6,13,10,6,,,,,7,44,
,,,,2433,KEVILLE T J,25,12,5,,7,,,,1,1,51,
,,,,2434,CHI J S,2,13,9,2,8,,,,,17,51,
,,,,2435,CHI J S,5,13,8,3,2,,,,,8,39,
,,,,2436,SLAUGHTER M A,6,17,4,1,5,,,,,7,40,
,,,,2437,BOLELLI D,10,15,10,1,9,,,,,2,47,
,,,,2438,VANBENSCHOTEN W D,3,14,7,5,5,,,,1,6,41,
,,,,4278,BOLELLI D,12,12,6,,2,,,,2,8,42,
,,HIST,13,2439,BORGHEI S C,4,9,3,2,1,,,,,4,23,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 51 of 87,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
History,HIST,HIST,13,2440,WILKINSON JR E C,18,7,,,3,,1,,,7,36,
,,,,2441,MCMILLEN R,6,10,4,1,5,,,,,12,38,
,,HIST,14,2442,KAWAGUCHI L A,4,4,3,3,7,,1,,,13,35,
,,HIST,16,2445,CLAYBORNE D,5,6,12,9,12,,,1,,10,55,
,,,,2446,MCMILLEN R,6,6,3,2,3,,,,,12,32,
,,HIST,19,2447,RUIZ R,15,9,3,,,,2,,,6,35,
,,HIST,20,2448,WILKINSON JR E C,11,16,2,,5,,2,,1,6,43,
,,,,2449,VANBENSCHOTEN W D,6,4,1,3,6,,,,,6,26,
,,HIST,22,2450,RORABACK A J,20,11,5,2,6,,,,,8,52,
,,HIST,24,2451,FRISCH D C W,9,4,10,4,2,,,,,17,46,
,,HIST,26,2452,RORABACK A J,21,10,4,1,5,,,,,7,48,
,,HIST,29,2453,PANGBURN K A,9,19,8,,2,,,,,4,42,
,,HIST,33,2454,PETROCELLI R M,4,6,9,3,6,,,,,14,42,
,,,,2455,HARTZMARK A L,11,13,6,4,,,,,,7,41,
,,,,2456,PETROCELLI R M,5,8,3,2,6,,,,,11,35,
,,,,2457,GHANBARPOUR C,12,19,1,3,4,,,,,7,46,
,,HIST,34,2458,PETROCELLI R M,5,10,5,4,5,,,,,14,43,
,,,,2459,PETROCELLI R M,3,9,7,1,5,,,,1,12,38,
,,,,2460,FARRELL J,38,6,1,,1,,,,,1,47,
,,,,2461,FARRELL J,34,,,,,,2,,,,36,
,,HIST,38,2462,PETROCELLI R M,7,10,4,,14,,,,,7,42,
,,HIST,41,2463,BOLELLI D,12,14,10,,3,,,,,8,47,
,,HIST,43,2464,RUIZ R,15,15,4,1,,,1,,,8,44,
,,HIST,47,2465,CHI J S,3,5,2,1,,,2,,,10,23,
,,HIST,52,2466,MANOFF R J,20,17,5,,,,1,,,4,47,
,,HIST,53,2467,SOOMEKH S,13,9,8,2,3,,,,,6,41,
,,,,2468,KERZE M,4,5,9,,4,,,,,9,31,
,,HIST,55,2469,KERZE M,18,7,2,,3,,,,2,16,48,
Kinesiology,HEALTH,HEALTH 1,,2385,STRONG L M,10,10,6,7,4,,,,,4,41,
,,,,2386,STRONG L M,10,9,5,8,4,,1,,,7,44,
,,,,2387,KAUFMAN D,8,11,5,5,5,,,,,1,35,
,,,,2388,STAFSKY G B,13,16,4,2,7,,,,,2,44,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 52 of 87,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Kinesiology,HEALTH,HEALTH 1,2389,CHAVEZ E C,4,5,14,10,,,,,,,7,40
,KIN PE,KIN PE,3,2521,GARRETT J B,10,6,10,4,2,,1,,1,6,40
,,KIN PE,4,2522,AURA J,28,6,2,,5,,2,,,3,46
,,KIN PE,5A,2523,KALAFER F,25,5,,,1,,,,1,2,34
,,KIN PE,9A,2524,BARNETT R T,23,5,5,,4,,,,,4,41
,,KIN PE,9B,2525,JENKINS J M,27,3,4,,,,,,,6,40
,,KIN PE,9C,2526,ROYAL S A,28,,,,,,2,,,3,33
,,KIN PE 10,2527,TIAMFOOK M J,21,3,1,,,1,,,,,6,32
,,,2528,BARNETT R T,45,1,,,,,,1,,,9,56
,,,2529,SHICKMAN T D,23,2,,1,,1,,,,,5,32
,,,2530,HEROLD M J,40,2,4,,,,,,,,1,47
,,,2531,PLUTCHOK K A,38,,,,,1,,,,,1,40
,,,2532,BENDITSON A,32,1,1,,,1,,,,,11,46
,,,2533,SOTO D P,25,6,,2,,3,,,,,7,43
,,,2534,SEYMOUR P S,43,1,,,,,,,,,4,48
,,KIN PE 11,2535,BARNETT R T,8,6,5,1,,4,,,,,9,33
,,,2536,NEWBILL I M,34,2,1,3,,,,,,,2,42
,,KIN PE 11,2537,BARNETT R T,8,5,1,,,,,,,,5,19
,,,2538,O'FALLON D R,39,1,1,,,1,,,,,4,46
,,,2539,BARNETT R T,7,10,8,1,,3,,2,,,8,39
,,KIN PE 11,2540,BARNETT R T,13,4,2,5,,,,,,,10,34
,,,2541,NEWBILL I M,27,3,,1,,,,,,,8,39
,,,2542,LINDHEIM G M,18,2,2,9,,,,,,,2,33
,,,2543,GARCIA S M,12,,,,,,,,,,2,14
,,KIN PE 17,2544,STRONG L M,30,10,,,,4,,,,,8,52
,,KIN PE 19,2545,ROQUE E M,27,1,4,,,3,,,,1,5,41
,,,2546,SHICKMAN T D,24,2,,,,2,,,,,2,30
,,,2547,GARCIA S M,22,4,3,1,,,,,,,6,36
,,,2548,GARCIA S M,25,4,,,,,,,,,4,33
,,KIN PE 19,2549,PORTER L A,34,4,1,,,,,,,,1,40
,,KIN PE 21,2550,BARNETT R T,18,,4,1,,1,,1,,,7,32
,,KIN PE 25,2551,RALSTON L C,14,2,2,2,,1,,,,,1,22
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 53 of 87
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Kinesiology,KIN PE,KIN PE 25,2552,RALSTON L C,9,2,,,,,,,,,3,14
,,KIN PE 25,2553,RALSTON L C,9,,,,,,,,,,,9
,,KIN PE 41,2554,EASTCOTT M B,33,2,,1,,1,,,,,8,45
,,KIN PE 43,2555,SEYMOUR P S,33,3,,,,,,,,,7,43
,,,2556,SEYMOUR P S,32,1,,,,,,,,,6,39
,,KIN PE 43,2557,ENFIELD M D,31,5,3,2,,,,,,,1,42
,,,2558,ENFIELD M D,26,5,,1,,,,,,,3,35
,,KIN PE 45,2559,SOTO D P,10,2,,,,3,,,,,2,17
,,KIN PE 46,4294,MOOREHEAD J R,23,2,1,1,,,,,,,5,32
,,KIN PE 48,2560,SANTO M T,34,3,,2,,5,,,,,5,49
,,,2561,SHIMA T H,29,7,2,,,,,,,,3,41
,,KIN PE 48,2562,CONTARSY S A,22,3,,,,1,,,,,8,34
,,,2563,CARTER-AARON L J,13,6,1,,,2,,,,1,6,29
,,,2564,BULLOCK J A,14,3,,,,8,,,,,3,28
,,KIN PE 48,2565,SANTO M T,10,1,,,,3,,,,,3,17
,,,2566,SHIMA T H,17,2,2,,,,,1,,,3,25
,,,2567,CARTER-AARON L J,12,4,,,,2,,1,,,8,27
,,KIN PE 48,2568,CONTARSY S A,25,2,1,,,,,,,,5,33
,,,2569,SANTO M T,3,,,,,1,,,,,3,7
,,,2570,SHIMA T H,9,,,,,,,,,,1,10
,,,2571,CARTER-AARON L J,5,,1,,,1,,,,,1,8
,,KIN PE 49,2572,ROMAN P A,20,,,,,,,,,1,2,23
,,KIN PE 53,2573,LIVSHIN B S,28,3,1,,,1,,,,,3,36
,,KIN PE 54,2574,GAVANKAR S S,5,5,,,,1,,,,,1,12
,,KIN PE 54,2575,GOLDENSON R M,10,,,,,,,,,,2,12
,,,2576,GAVANKAR S S,3,2,,,,,,,,,2,7
,,KIN PE 54,2577,GOLDENSON R M,11,,,,,,,,,,,11
,,KIN PE 54,2578,GOLDENSON R M,14,1,,,,,,,,,5,20
,,KIN PE 56,2579,SILVA L,21,3,7,5,,4,,,,,3,43
,,KIN PE 57,2580,ROQUE E M,29,3,1,1,,2,,,,,3,39
,,KIN PE 57,2581,ROQUE E M,30,3,1,,,2,,,,,2,38
,,KIN PE 57,2582,MAYER J L,6,,5,,,,,,,,3,14
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 54 of 87
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Kinesiology,KIN PE,KIN PE 58,,2583,BENNETT J L,18,12,8,3,,,,,,9,50,
,,,,2584,SANDOVAL H J,40,2,3,,,,,,,3,48,
,,,,2585,PORTER L A,39,1,,,,,,,,,40,
,,,,2586,HUNER K A,35,8,,,3,,,,,3,49,
,,KIN PE 58,,2587,ROQUE E M,16,7,4,2,3,,,,,4,36,
,,,,2588,HUNER K A,12,2,1,,,,,,,5,20,
,,,,2589,BENNETT J L,17,11,2,,,,,,,9,39,
,,,,2590,SANDOVAL H J,27,7,1,2,2,,,,,5,44,
,,KIN PE 58,,2591,HUNER K A,6,,,,,,,,,,6,
,,KIN PE 59,,2592,MAYER J L,5,,,,,,,,,4,9,
,,KIN PE 59,,2593,MAYER J L,15,,3,,,,,,,2,20,
,,KIN PE 88,,2594,ROQUE E M,9,,,,,,,,,,9,
,,,,2595,ROQUE E M,1,1,,,,,,,,,2,
,PRO CR,PRO CR,6,3162,GARCIA S M,24,23,13,,2,,,,,4,66,
,,PRO CR,7,3163,BENDITSON A,6,10,,,1,,,,,2,19,
,,PRO CR,8,3164,O'FALLON D R,46,3,1,,2,,,,,3,55,
,,PRO CR 10,,3165,CHAVEZ E C,5,16,18,7,,,,,,4,50,
,,PRO CR 11,,4446,KALEY M,21,11,5,2,6,,,,,2,47,
,,PRO CR 12,,3166,SHIMA T H,17,3,3,,3,,,,1,6,33,
,,PRO CR 15,,3167,CHAVEZ E C,4,8,5,16,,,,,,6,39,
,,PRO CR 19,,3351,ROQUE E M,6,,,,,,,,,,6,
Library,LIBR,LIBR,1,2600,WOMACK C Z,18,8,4,,5,,,,,7,42,
,,,,2601,POWERS A L,21,9,6,1,1,,,,1,6,45,
,,,,2602,PARISE M P,26,6,8,,1,,,,,5,46,
,,,,4295,MIZRACHI D E,9,11,2,1,2,,,,,20,45,
Life Science,ANATMY,ANATMY,,1079,DELL M M,4,6,4,3,3,,,,,11,31,
,,,,1080,HUTCHINSON S C,5,5,3,2,3,,,,,16,34,
,,,,1081,STEPHANOU M L,7,7,2,4,2,,,,,13,35,
,,,,1082,WISSMANN P B,4,3,4,2,6,,1,,,8,28,
,,,,1083,VALLE A M,4,7,4,1,3,,,,,12,31,
,,,,1084,HILL B J,5,7,9,,2,,,,,4,27,
,,,,1085,HUTCHINSON S C,2,5,3,,1,,,,,23,34,
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 55 of 87,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Life Science,ANATMY,ANATMY,1086,STEPHANOU M L,3,5,8,2,,6,,,,,9,33
,,,1087,WISSMANN P B,1,6,2,3,,8,,,,,5,25
,,,1088,WATSON K R,13,5,8,2,,1,,1,,,6,36
,,,1090,FINK S A,22,3,2,,,,,1,,,5,33
,,,4016,COVITT G S,3,6,7,1,,4,,,,,10,31
,,,4017,FICKBOHM D J,6,6,6,1,,3,,,,,7,29
,,,4018,ZUK P A,14,7,,,,3,,,,,7,31
,,,4019,FICKBOHM D J,5,4,3,2,,4,,,,,5,23
,,,4502,RINDEN N S,10,2,10,5,,3,,,,,2,32
,,ANATMY,1091,DELL M M,4,1,1,,,1,,,1,,7,15
,BIOL,BIOL,2,1191,HUTCHINSON S C,2,8,4,3,13,,,,,20,50
,,,1192,DELL M M,9,4,6,4,,9,,,1,,13,46
,,,1193,SKYDELL J L,3,15,7,3,,7,,,4,,10,49
,,,1194,SKYDELL J L,9,12,9,2,,4,,,1,1,9,47
,,,1195,HOUGHTON J L,19,5,6,2,,2,,,,4,4,42
,,,1196,HOUGHTON J L,22,6,4,,,1,,,1,3,2,39
,,,4053,ROSTAMI M,41,13,,,,1,,,,,2,57
,,BIOL,3,1197,KIM-RAJAB O S,3,9,2,,,,,,,8,22
,,,1198,LE M K,11,11,8,,,2,,,,1,3,36
,,,1199,LONDE S P,9,9,7,5,,4,,,,,3,37
,,,1200,JAYACHANDRAN S,13,8,6,2,,,,1,2,,7,39
,,,1201,COLAVITO M C,8,5,12,2,,2,,,1,,4,34
,,,1202,KIM-RAJAB O S,2,6,5,1,,2,,1,,1,11,29
,,,1203,KIM-RAJAB O S,1,5,5,3,,6,,,,,12,32
,,,1204,FENNOY S L,6,4,12,,,4,,,,,10,36
,,,1205,FENNOY S L,2,12,7,3,,4,,,,,4,32
,,,1206,NICHOLS L B,13,3,12,1,,2,,,,1,1,33
,,,1207,NICHOLS L B,4,5,12,3,,2,,,,,3,29
,,,1208,SPIEGLER M A,2,2,8,5,,3,,,,,5,25
,,,1209,SPIEGLER M A,2,6,9,5,,2,,,,,4,28
,,,1210,VON DER OHE C G,17,5,6,3,,,,,,1,1,33
,,,1211,CHEN T T,4,4,13,,,,,,2,2,8,33
"Wednesday, March 05, 2014",,,,,,,,,,,,,,,,Page 56 of 87
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Life Science,BIOL,BIOL,3,1212,RAYMER P C,7,9,4,2,1,,,,,5,28,
,,,,1213,JORDAN E A,4,6,12,,1,,,,1,8,32,
,,,,4054,ROMERO R,2,12,9,4,3,,,,,2,32,
,,,,4055,KAY B W,16,9,3,1,2,,,,,2,33,
,,,,4056,CASSANO V P,28,7,1,1,,,,,2,,39,
,,,,4057,CHEN T T,7,3,3,1,,,,,,12,26,
,,BIOL,9,1214,TOWER J A,9,3,4,2,8,,,,,18,44,
,,,,1215,JORDAN E A,7,4,8,,2,,1,,14,8,44,
,,,,1216,TOWER J A,10,6,5,3,3,,,,1,9,37,
,,,,1217,TOWER J A,10,7,3,2,10,,,,1,6,39,
,,,,1218,PRICE W M,12,7,4,3,4,,,,4,6,40,
,,,,1219,MCLAUGHLIN D,12,4,6,1,4,,,,2,7,36,
,,,,1220,MCLAUGHLIN D,10,6,3,3,2,,,,,13,37,
,,,,4058,SAKURAI D S,5,6,14,2,1,,,,,3,31,
,,BIOL,15,1221,TARVYD E S,1,8,15,,1,,,,,5,30,
,,,,1222,TARVYD E S,3,4,13,1,2,,,,,7,30,
