Santa Monica College - Grade Distribution Spring 2013,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
,,,,2259,WILKINSON JR E C,6,27,4,,3,3,,,2,45,
,,,,2260,KEVILLE T J,16,17,11,,4,,,,3,51,
,,,,2261,NIELSEN C S,6,6,8,1,1,,,1,9,32,
,,,,4241,STILES C L,28,8,5,,3,,,2,2,48,
,,HIST,12,2262,BORGHEI S C,5,7,14,8,5,,,,11,50,
,,,,2263,CHI J S,4,8,7,6,6,,,,12,43,
,,,,2264,NIELSEN C S,7,9,7,1,10,,,,3,37,
,,,,2265,CHI J S,1,12,12,3,5,1,,,14,48,
,,,,2266,KEVILLE T J,19,17,1,,3,,,2,1,43,
,,,,2267,BORGHEI S C,1,14,9,4,6,,,,15,49,
,,,,2268,GANTNER D C,19,15,,,,,,,1,35,
,,,,2269,VANBENSCHOTEN W D,5,17,8,2,4,,1,,10,47,
,,,,2270,VANBENSCHOTEN W D,11,8,7,7,3,,,,10,46,
,,,,4242,BOLELLI D,11,25,5,,3,,,,1,45,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 55 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
History,HIST,HIST,13,2271,BORGHEI S C,6,5,3,1,,,,,5,20,
,,,,2272,GANTNER D C,23,15,4,2,,,,,3,47,
,,,,2273,MCMILLEN R,13,4,4,2,2,,,,14,39,
,,HIST,16,2276,CLAYBORNE D,6,12,13,9,7,,,,15,62,
,,,,2277,MCMILLEN R,5,8,6,3,1,,,1,11,35,
,,HIST,19,2278,FARRELL J,12,6,11,8,,,1,,4,42,
,,HIST,20,2279,WILKINSON JR E C,17,10,5,1,,3,,,7,43,
,,HIST,22,2280,RORABACK A J,20,15,5,3,4,,,,18,65,
,,,,3175,SOOMEKH S,9,12,7,3,3,,,,4,38,
,,HIST,25,2281,GHANBARPOUR C,21,23,5,,,,,,,49,
,,HIST,26,2282,RORABACK A J,8,6,2,3,10,,,,13,42,
,,HIST,29,2283,NESS B J,9,8,9,,,,,1,16,43,
,,HIST,33,2284,PETROCELLI R M,2,3,4,4,9,,,,14,36,
,,,,2285,PETROCELLI R M,3,3,6,7,,,,,18,37,
,,,,2286,PETROCELLI R M,3,9,3,4,,,,,15,34,
,,,,2287,PETROCELLI R M,3,9,4,2,5,,,,13,36,
,,HIST,34,2288,ELLEFSON D C,6,12,7,4,3,,,,7,39,
,,,,2289,FARRELL J,39,8,,,,1,,1,5,54,
,,,,2290,GHANBARPOUR C,9,17,5,2,2,,,,6,41,
,,,,2291,FARRELL J,31,4,,,,,,,,35,
,,,,3150,GHANBARPOUR C,12,18,4,1,,,,,3,38,
,,HIST,39,2292,PETROCELLI R M,9,11,3,1,9,,,1,12,46,
,,HIST,41,2293,BOLELLI D,7,27,3,3,,,,,9,49,
,,HIST,42,2294,RUIZ R,20,9,3,1,,2,,1,8,44,
,,HIST,47,2295,CHI J S,2,2,3,2,,1,,,8,18,
,,HIST,48,2296,HOLMGREN C L,,5,2,4,,,,,10,21,
,,,,2297,HOLMGREN C L,2,1,1,1,,1,,,8,14,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 56 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
History,HIST,HIST,52,2298,MANOFF R J,22,6,7,4,,,,,6,45,
,,HIST,53,2299,BOLELLI D,27,12,3,3,,,,,3,48,
,,,,2300,KERZE M,4,6,4,3,,,,1,12,30,
,,HIST,55,2301,KERZE M,5,10,5,3,,,,,16,39,
,,HIST,62,2302,CHI J S,6,8,7,3,5,,,,10,39,
Kinesiology,HEALTH,HEALTH 1,,2225,STRONG L M,14,10,3,5,3,,,,3,38,
,,,,2226,O'FALLON D R,31,12,2,5,,,,,7,57,
,,,,2227,STRONG L M,14,17,6,2,,1,,,3,43,
,,,,2228,KAUFMAN D,18,7,1,2,2,,,1,5,36,
,,,,2229,CHAVEZ E C,12,8,6,3,,,,1,5,35,
,KIN PE,KIN PE,2,2350,CHAVEZ E C,12,7,7,4,,,,,7,37,
,,KIN PE,3,2351,CONTARSY S A,35,5,9,1,,,,,7,57,
,,KIN PE,4,2352,AURA J,37,4,1,4,,1,,,10,57,
,,KIN PE,5A,2353,KALAFER F,28,3,1,,,,,,4,36,
,,KIN PE,9A,2354,BARNETT R T,21,3,1,2,2,1,,,6,36,
,,KIN PE,9B,2355,ROYAL S A,30,3,,3,,3,,,3,42,
,,KIN PE,9C,2356,JENKINS J M,37,13,,,,,,,5,55,
,,,,2357,NEWBILL I M,12,,,6,,,,1,1,20,
,,,,2358,JENKINS J M,16,5,2,,,,,,3,26,
,,KIN PE 10,,2359,SEYMOUR P S,29,2,,,,,,,13,44,
,,,,2360,BARNETT R T,35,10,2,,,,,,4,51,
,,,,2361,SHICKMAN T D,27,2,1,5,,,,,10,45,
,,,,2362,PLUTCHOK K A,47,,1,,,,,1,6,55,
,,,,2363,ROQUE E M,34,7,1,,,,,1,8,51,
,,,,2364,BARNETT R T,19,11,6,2,1,1,,,9,49,
,,KIN PE 11,,2365,BARNETT R T,13,2,2,2,,,,,9,28,
,,,,2366,NEWBILL I M,32,5,1,,,,,,3,41,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 57 of 95,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Kinesiology,KIN PE,KIN PE 11,2367,HEROLD M J,27,4,3,,,,,,,3,37
,,KIN PE 11,2368,BARNETT R T,18,1,,,2,,,,,9,30
,,,2369,SHICKMAN T D,19,3,1,,7,,,,,8,38
,,,2370,BARNETT R T,16,2,5,2,5,,,,,7,37
,,,2371,MURRAY Z M,7,12,3,1,,,,,,13,36
,,KIN PE 11,2372,BARNETT R T,20,3,4,,4,,,,,5,36
,,,2373,LINDHEIM G M,36,4,2,,,,,,,12,54
,,,2374,GARCIA S M,24,1,,1,,,,,,4,30
,,KIN PE 14,2375,GARRETT J B,25,4,1,2,3,,,,1,5,41
,,KIN PE 17,2376,STRONG L M,52,9,4,,,,,,,15,80
,,KIN PE 19,2377,CULBERTSON I P,23,6,2,,,,,,,7,38
,,KIN PE 19,2378,SEYMOUR P S,27,,,,,,,,,8,35
,,,2379,TIAMFOOK M J,27,5,1,1,2,,,,,3,39
,,,2380,GARCIA S M,24,8,1,4,,,,,,7,44
,,KIN PE 19,2381,PORTER L A,39,3,,,,,,,,4,46
,,KIN PE 21,2382,BARNETT R T,18,3,7,5,10,,1,,,3,47
,,KIN PE 25,2383,RALSTON L C,10,2,1,1,2,,,,,5,21
,,KIN PE 25,2384,RALSTON L C,11,4,3,1,,,,,,2,21
,,KIN PE 25,2385,RALSTON L C,4,,,,,,,,,,4
,,KIN PE 41,2386,EASTCOTT M B,28,,,,,,,,,6,34
,,KIN PE 43,2387,HEROLD M J,34,,,,,,,,,5,39
,,,2388,SEYMOUR P S,31,1,,,,,1,,,5,38
,,,2389,PIERCE T L,37,5,1,,,,,,,1,44
,,KIN PE 43,2390,HEROLD M J,34,,,,,,,,,7,41
,,,2391,ENFIELD M D,30,6,2,,1,,,,,4,43
,,KIN PE 46,4259,BENSING E R,12,3,,2,2,,,,,4,23
,,KIN PE 48,2392,ESKRIDGE B M,31,2,,,3,,,,,5,41
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 58 of 95
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Kinesiology,KIN PE,KIN PE 48,2393,SANTO M T,36,3,2,,2,,,,,3,46
,,KIN PE 48,2394,BULLOCK J A,23,4,1,,,,,,,2,30
,,,2395,SHIMA T H,34,4,2,,3,,,,1,4,48
,,KIN PE 48,2396,SANTO M T,8,,2,,,,,,,4,14
,,,2397,SHIMA T H,15,4,,,,,,,,3,22
,,,3125,BULLOCK J A,6,,1,,1,,,,,3,11
,,KIN PE 48,2398,BULLOCK J A,7,2,,,,,1,,,,10
,,,2399,SANTO M T,9,,1,,2,,,,,3,15
,,,2400,SHIMA T H,16,1,,,,,,,,2,19
,,KIN PE 49,2401,ROMAN P A,18,,,,,,,,,1,19
,,KIN PE 50,2402,ESKRIDGE B M,10,,,2,1,,,,,4,17
,,KIN PE 50,2403,ESKRIDGE B M,9,,,1,3,,,,,1,14
,,KIN PE 53,2404,LIVSHIN B S,26,3,1,3,,,,,,4,37
,,KIN PE 54,2405,GAVANKAR S S,11,2,,,1,,,,,,14
,,KIN PE 54,2406,GAVANKAR S S,7,,,,3,,,,,,10
,,KIN PE 56,2407,TIAMFOOK M J,20,6,1,2,4,,,,,5,38
,,KIN PE 57,2408,ROQUE E M,37,4,2,,,,,,,2,45
,,KIN PE 57,2409,ROQUE E M,18,5,1,,,,,,,7,31
,,,4260,RYAN N A,9,,,,,,,,,3,12
,,KIN PE 57,4261,RYAN N A,12,,,,,,,,,1,13
,,KIN PE 58,2410,SANDOVAL H J,42,1,2,,1,,,1,,3,50
,,,2411,ROQUE E M,35,5,,,,,,,,3,43
,,,2412,BENNETT J L,34,10,2,2,,,,,,3,51
,,,3105,HUNER K A,24,5,,1,2,,,,1,3,36
,,KIN PE 58,2413,SANDOVAL H J,27,8,2,,,,,,,4,41
,,,2414,HUNER K A,12,2,,,1,,,,,8,23
,,,2415,PORTER L A,29,5,,,,,,,1,5,40
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 59 of 95
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Kinesiology,KIN PE,KIN PE 58,,2416,BENNETT J L,27,10,2,2,,,,,5,46,
,,KIN PE 58,,2417,HUNER K A,7,1,1,1,,1,,2,1,14,
,,KIN PE 59,,2418,PIERCE T L,31,3,,,,,,,5,39,
,,KIN PE 88,,2419,ROQUE E M,2,1,,,,,,,,3,
,PRO CR,PRO CR,7,2911,BENDITSON A,25,3,,3,,2,,,5,38,
,,PRO CR 10,,2912,CHAVEZ E C,11,15,9,6,,,,,9,50,
,,PRO CR 11,,4408,KALEY M,20,14,4,2,2,,,,7,49,
,,PRO CR 12,,2913,SHIMA T H,16,7,7,6,,,,,3,39,
,,PRO CR 19,,3102,ROQUE E M,4,,,,,,,,,4,
Library,LIBR,LIBR,1,2424,WOMACK C Z,21,3,8,4,,,,1,4,41,
,,,,2425,POWERS A L,16,5,6,2,1,,,1,13,44,
,,,,2426,PARISE M P,18,7,1,,,,,,6,32,
Life Science,ANATMY,ANATMY,,1073,DELL M M,7,4,3,2,6,,,,9,31,
,,,,1074,STEPHANOU M L,5,5,9,6,1,,,,9,35,
,,,,1075,HUTCHINSON S C,6,3,1,1,4,,,,17,32,
,,,,1076,WATSON K R,9,13,6,1,1,1,,,9,40,
,,,,1077,JOHNSON JA J,9,13,3,,,,,,6,31,
,,,,1078,VALLE A M,7,5,3,4,3,,1,,13,36,
,,,,1079,HILL B J,5,6,5,2,,,,,9,27,
,,,,1080,CABREL C B,10,7,7,1,2,,,,11,38,
,,,,1081,DELL M M,6,6,6,2,,1,,,12,33,
,,,,1082,HUTCHINSON S C,3,5,2,2,,,,1,16,29,
,,,,1083,WISSMANN P B,4,4,5,1,4,,,,13,31,
,,,,1084,FINK S A,16,4,5,1,1,,,,4,31,
,,,,1085,FICKBOHM D J,5,6,8,1,,,,,8,28,
,,,,1086,FICKBOHM D J,11,4,6,2,,,,,8,31,
,,,,4010,ZUK P A,11,10,1,2,1,,,,15,40,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 60 of 95,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Life Science,ANATMY,ANATMY,4011,COVITT G S,2,4,6,,4,,,,,18,34
,,,4012,RINDEN N S,7,7,5,1,1,,,,2,4,27
,,ANATMY,1087,WISSMANN P B,12,,,,,,,,,,12
,BIOL,BIOL,2,1182,HUTCHINSON S C,5,12,11,5,7,,,,12,52
,,,1183,HOUGHTON J L,20,5,1,1,,,,,3,4,34
,,,1184,DELL M M,11,5,4,4,7,,,1,,15,47
,,,1185,CHU H G,6,7,5,1,8,,,,,12,39
,,,1186,STEPHANOU M L,10,7,13,4,,,1,,,18,53
,,,1187,COLAVITO M C,11,7,5,4,5,,,,1,9,42
,,,1188,SKYDELL J L,5,13,8,,7,,,,1,12,46
,,,1189,SKYDELL J L,6,13,6,2,7,,,,,11,45
,,,1190,HOUGHTON J L,21,8,2,,4,,,1,6,4,46
,,,1191,MCLAUGHLIN D,8,10,5,,2,,,,,6,31
,,,1192,MCLAUGHLIN D,8,8,5,2,2,,,,,6,31
,,,3072,LONDE S P,1,4,10,2,5,,,,,11,33
,,,3073,LONDE S P,3,8,6,2,3,,,,,9,31
,,,4044,CASSANO V P,20,12,3,,2,,,,1,4,42
,,,4045,CASSANO V P,19,11,4,,,,,1,1,6,42
,,BIOL,3,1193,KIM‐RAJAB O S,6,5,1,,,,,,9,21
,,,1194,SAKAI W H,6,4,13,1,2,,,,,8,34
,,,1195,SPIEGLER M A,3,3,5,3,2,,1,,,7,24
,,,1196,SAKAI W H,2,4,15,2,1,,,,,5,29
,,,1197,SPIEGLER M A,2,3,7,6,,,1,,1,7,27
,,,1198,JAYACHANDRAN S,12,10,9,1,1,,,,,11,44
,,,1199,LEDEZMA M G,5,7,4,3,2,,,,,11,32
,,,1201,LE M K,13,9,4,7,2,,,,,,35
,,,1202,FENNOY S L,3,15,8,1,,,,,,7,34
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 61 of 95
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Life Science,BIOL,BIOL,3,1203,SAKAI W H,7,5,9,3,4,,,1,2,31,
,,,,1204,SAKAI W H,1,6,14,,5,,,,4,30,
,,,,1205,VON DER OHE C G,14,8,3,1,1,,,2,4,33,
,,,,1206,NICHOLS L B,8,9,11,,,,,,3,31,
,,,,1207,KIM‐RAJAB O S,5,4,1,,2,,,,20,32,
,,,,1208,KIM‐RAJAB O S,6,11,5,1,,,1,,8,32,
,,,,1209,FENNOY S L,4,12,14,1,3,,,2,2,38,
,,,,4046,ROMERO R,5,11,13,,2,,,,1,32,
,,,,4047,KAY B W,23,10,2,,,,1,,2,38,
,,BIOL,9,1210,TOWER J A,7,9,8,6,2,,1,6,12,51,
,,,,1211,TOWER J A,11,12,5,6,6,,2,5,4,51,
,,,,1212,PRICE W M,18,12,3,1,1,,13,,3,51,
,,,,1213,SAKURAI D S,13,7,16,2,1,,,6,6,51,
,,,,4048,TOWER J A,4,6,7,4,9,,,3,17,50,
,,,,4049,JORDAN E A,4,11,13,,4,,2,12,2,48,
,,,,4050,JORDAN E A,9,7,15,1,1,1,,4,2,40,
,,,,4051,JORDAN E A,4,8,11,1,2,2,,5,1,34,
,,BIOL,15,1214,TARVYD E S,5,3,9,6,2,,,1,8,34,
,,,,1215,TARVYD E S,5,4,9,,6,,,,5,29,
,,,,1216,BAGHDASARIAN G,7,7,5,4,3,1,,1,6,34,
,,BIOL,15N,4052,WALL C B,2,1,3,1,1,,,,5,13,
,,,,4053,MOSS J L,6,7,8,1,1,,,,,23,
,,BIOL,21,1217,NAREY V,10,10,5,4,,,,,7,36,
,,,,1218,COLAVITO M C,7,17,5,1,,,,,5,35,
,,,,1219,SCURIC Z,11,8,3,,2,1,,,11,36,
,,BIOL,22,1220,COLAVITO M C,5,12,9,1,,,,,10,37,
,,,,1221,COLAVITO M C,9,11,9,1,1,,,,8,39,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 62 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Life Science,BIOL,BIOL,23,1222,NICHOLS L B,2,5,4,2,,,,,5,18,
,,,,1223,NICHOLS L B,10,11,6,,,,,,4,31,
,,BIOL,81,1224,BUCHANAN A G,,,,,,,10,5,8,23,
,,BIOL,88A,1225,BAGHDASARIAN G,3,,,,,,,,,3,
,BOTANY,BOTANY,,1229,BAKER E H,8,10,2,,,,,,9,29,
,,,,1230,AZUMA K K,4,9,6,3,1,,,,7,30,
,,,,1231,TOWER J A,1,4,3,2,2,,,1,12,25,
,,,,1232,WALL C B,4,7,6,2,4,,,,8,31,
,MCRBIO,MCRBIO,,2571,NAREY V,8,7,3,4,,,,,3,25,
,,,,2572,KLUCKHOHN JONES L W,10,8,3,,,,,,2,23,
,,,,2573,BUCHANAN A G,8,5,2,1,,,,,3,19,
,,,,2574,BUCHANAN A G,7,5,7,1,,,,,3,23,
,,,,2575,KLUCKHOHN JONES L W,9,10,5,,,,,,1,25,
,,,,4331,PEPPER E D,5,10,8,1,,,,,2,26,
,MLT,MLT,2,2611,CHU H G,1,5,5,3,1,,,,4,19,
,NUTR,NUTR,1,2741,ORTEGA Y,11,10,8,6,2,,,,9,46,
,,,,2742,ORTEGA Y,7,17,9,7,2,,,1,4,47,
,,,,2743,GONZALEZ C L,7,13,9,3,6,,,1,9,48,
,,,,2744,ORTEGA Y,15,12,6,4,,1,,,9,47,
,,,,2745,STAFSKY G B,31,4,2,5,3,,,,5,50,
,,,,2746,STAFSKY G B,12,7,7,4,4,,,,4,38,
,,,,2747,GONZALEZ C L,6,11,8,3,,,,,8,36,
,,,,2748,GONZALEZ C L,9,9,11,2,2,,,,5,38,
,,,,2749,NOVAK D S,12,8,5,3,,,,1,8,37,
,,,,2750,RICHWINE D R,23,7,3,1,2,,,1,5,42,
,,,,4373,NOVAK D S,19,10,5,1,,,,,4,39,
,,NUTR,7,2751,GONZALEZ C L,6,10,6,3,1,,1,,3,30,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 63 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Life Science,NUTR,NUTR,7,2752,GONZALEZ C L,8,7,1,4,,,,,8,28,
,,NUTR,4,2753,ORTEGA Y,10,16,11,3,1,,,,7,48,
,,,,2754,ORTEGA Y,5,18,14,3,,,,1,5,46,
,,NUTR,90,2756,GONZALEZ C L,,,,,,,,1,,1,
,,NUTR,90,2757,GONZALEZ C L,,,,,,,,1,,1,
,PHYS,PHYS,3,2850,AZUMA K K,10,1,3,1,1,,,,11,27,
,,,,2851,AZUMA K K,4,3,1,,,,,,13,21,
,,,,2852,VON DER OHE C G,5,10,3,1,,,,,5,24,
,,,,2853,VON DER OHE C G,6,10,3,3,1,,,,4,27,
,,,,2854,BOBER M A,7,6,9,3,,,,,9,34,
,,,,2855,STEPHANOU M L,8,4,,,,,,,14,26,
,,,,4399,PRICE W M,6,7,8,,,,,,8,29,
,ZOOL,ZOOL,5,3062,TARVYD E S,7,5,11,5,,,,,2,30,
,,,,3063,MOSS J L,7,12,5,1,2,,,2,2,31,
,,,,4454,PATEL A,12,3,9,5,,,,1,3,33,
Math,CS,CS,10,4105,NESTLER A E,1,2,,,,,,,6,9,
,MATH,MATH,2,2427,GHARAMANIANS J,3,3,7,3,7,,,,16,39,
,,,,2428,JIMENEZ B S,8,14,4,6,9,,,1,8,50,
,,,,2429,MURRAY D B,7,5,10,1,11,,,,14,48,
,,,,2430,TAKA G J,5,11,8,4,9,,,,7,44,
,,,,2431,MCGRAW C K,4,5,4,3,3,,,1,3,23,
,,,,2432,RODAS B G,6,4,4,1,4,,,,15,34,
,,,,2433,WONG B L,1,4,4,7,8,,,,11,35,
,,,,2434,MCGRAW C K,1,2,12,4,4,,,,13,36,
,,,,2435,KONYA W,3,5,4,10,7,,,,9,38,
,,,,2436,EMERSON A J,4,7,6,5,10,1,,,15,48,
,,,,2437,FINE R F,4,11,1,4,5,,,,17,42,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 64 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,2,4262,RAMSEY E D,3,7,7,2,2,,,2,13,36,
,,,,4263,SOLEYMANI S,11,7,7,3,7,,1,,10,46,
,,,,4264,SMITH S P,3,9,3,2,6,,1,,12,36,
,,,,4265,MALAKAR S R,1,6,3,3,9,,,,22,44,
,,MATH,7,2438,HONG A M,1,3,3,1,2,,,,11,21,
,,,,2439,WONG B L,1,6,1,1,7,,,,14,30,
,,,,2440,JIMENEZ B S,7,9,9,5,2,,,,27,59,
,,,,2441,MAZOROW M M,4,2,5,4,3,,,,5,23,
,,,,2442,BOOSHERI S G,4,1,3,1,6,,,,29,44,
,,,,2443,TAKA G J,7,9,6,4,7,,,,13,46,
,,,,2444,MURRAY D B,4,16,8,2,6,,,,12,48,
,,,,2445,RODAS B G,2,12,,3,6,,,,13,36,
,,,,2446,NESTLER A E,1,3,5,2,10,,,,14,35,
,,,,2447,KAMIN G,12,7,2,1,7,,,,18,47,
,,,,4266,MAC DONALD M,3,12,4,1,8,,,,2,30,
,,,,4267,JAHANGARD E,3,2,4,4,7,,1,,12,33,
,,,,4268,ASKARIAN S N,7,7,9,5,3,,,,14,45,
,,,,4269,FRY G P,6,6,8,4,7,,,,14,45,
,,MATH,8,2448,EDINGER G C,10,8,2,1,2,1,,,24,48,
,,,,2449,TAKA G J,7,9,8,3,2,,,,19,48,
,,,,2450,RODAS B G,5,6,2,1,1,,,,20,35,
,,,,2451,JIMENEZ B S,18,13,8,2,3,,,,11,55,
,,,,2452,HONG A M,2,,3,3,,,,,12,20,
,,,,4270,NESTLER A E,,1,5,1,7,,,,17,31,
,,,,4271,GARCIA E E,8,12,18,2,2,,,,6,48,
,,,,4272,ZAKERI G A,15,10,15,3,7,,,,4,54,
,,MATH,10,4273,NESTLER A E,1,5,2,3,1,,,,5,17,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 65 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,11,2453,HONG A M,3,3,7,4,1,,,,7,25,
,,,,2454,KONYA W,6,13,11,5,,,,,5,40,
,,,,4274,NESTLER A E,,4,4,5,3,,,,8,24,
,,MATH,13,2455,EDINGER G C,4,10,5,3,5,,,,10,37,
,,,,4275,ASKARIAN S N,3,7,5,4,2,,,,15,36,
,,MATH,15,2456,KONYA W,6,15,6,1,3,,,,3,34,
,,,,2457,JAHANGARD E,3,9,5,3,1,,,,10,31,
,,,,4276,ZAKERI G A,12,11,6,2,5,,,,7,43,
,,MATH,18,2458,TSVIKYAN A,10,3,6,4,3,,,,10,36,
,,,,2459,GHARAMANIANS J,1,2,12,1,9,1,1,,7,34,
,,,,2460,BOOSHERI S G,,3,6,4,10,1,,1,7,32,
,,,,2461,YANKEY K A,4,19,12,3,1,1,,,8,48,
,,,,2462,LOPEZ MA,,3,5,6,16,,,,12,42,
,,,,2463,FINE R F,5,12,4,7,7,,,,12,47,
,,,,2464,WARD J E,2,7,9,6,6,,,,12,42,
,,,,2465,WANG E,1,4,6,4,5,,,,24,44,
,,,,4277,GHAHRAMANYAN A,9,14,11,1,7,,,1,8,51,
,,,,4278,AKA D O,6,5,11,4,4,1,,,7,38,
,,MATH,20,2466,QUEVEDO J M,1,2,5,5,4,,,,18,35,
,,,,2467,CAIN C D,3,5,4,3,10,3,1,,11,40,
,,,,2468,CHO M,6,,4,1,21,,,,14,46,
,,,,2469,BOOSHERI S G,1,1,6,9,8,,,,19,44,
,,,,2470,GREEN T R,9,3,13,13,,1,4,1,9,53,
,,,,2471,GREEN T R,7,4,5,18,,,1,1,4,40,
,,,,2472,FOSTER M,2,2,4,3,7,,,,13,31,
,,,,2473,MURRAY D B,,6,9,6,7,,,,5,33,
,,,,2474,GROMOVA I M,5,2,15,5,4,,2,,14,47,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 66 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,20,2475,RAHNAVARD M H,5,5,8,2,12,,,,10,42,
,,,,2476,TSVIKYAN A,7,4,7,,2,,,1,15,36,
,,,,2477,GRAVES L P,5,1,6,7,10,,,,12,41,
,,,,2478,FOSTER M,1,3,6,3,12,,,,15,40,
,,,,2479,SCOTT R H,6,9,13,5,7,1,,,2,43,
,,,,2480,GARCIA E E,7,5,12,4,7,,1,,6,42,
,,,,2481,MARTINEZ M G,10,7,5,4,3,,,1,8,38,
,,,,2482,WARD J E,2,4,9,9,6,,,,18,48,
,,,,2483,MEKNUNI M,6,6,16,5,6,,,4,10,53,
,,,,2484,OWENS D J,3,7,3,9,2,1,,,17,42,
,,,,2485,PHUA N,3,2,7,1,9,,1,,21,44,
,,,,2486,YAN S K,3,17,8,7,1,,1,,2,39,
,,,,4279,CHITGAR M H,3,7,9,1,4,,1,,18,43,
,,,,4280,HARANDIAN R,2,7,8,2,3,,,,23,45,
,,,,4281,SIMPSON‐RODGERS N,10,8,4,4,3,,,,10,39,
,,,,4282,WONG J D,11,12,18,7,,,,1,5,54,
,,,,4283,LIAO G,8,11,9,3,10,,,,3,44,
,,,,4284,KIM J J,1,3,10,2,2,,,,15,33,
,,,,4285,OKONJO‐ADIGWE C E,6,5,5,8,,,,,11,35,
,,,,4286,KARKAFI R H,4,3,4,,8,1,,,10,30,
,,,,4287,AKA D O,5,9,11,1,6,,,3,4,39,
,,MATH,21,2487,MOASSESSI M,3,2,5,3,7,,,,13,33,
,,,,2488,HARJUNO T,2,3,6,2,6,,,,15,34,
,,,,2489,GRAVES L P,,5,2,4,10,,1,,15,37,
,,,,2490,GARCIA E E,7,6,20,4,7,,,,2,46,
,,,,2491,LEE P H,,4,2,,4,,,,24,34,
,,,,2492,PETER P A,2,1,9,12,3,,,,5,32,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 67 of 95,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,Grand Total
Math,MATH,MATH,21,2493,KARASIK P A,2,2,2,2,6,,,,14,28,
,,,,4288,NIKOLAYCHUK A M,2,6,7,4,7,,,,11,37,
,,,,4289,ENGLAND A M,9,12,7,2,6,,,1,4,41,
,,,,4290,CARTY B,5,7,6,5,7,,,,5,35,
,,,,4291,HARANDIAN R,7,9,10,3,2,,,,6,37,
,,MATH,26,2494,LEE K H,7,13,8,5,,1,,,5,39,
,,,,2495,GROMOVA I M,9,11,6,3,7,,,,11,47,
,,,,2496,WONG B L,5,,4,6,7,,,,22,44,
,,,,2497,BOOSHERI S G,,3,1,4,14,,,,14,36,
,,,,2498,LONDON J S,1,1,3,6,10,,,,8,29,
,,,,2499,LAI I,11,10,11,2,3,,,,12,49,
,,,,4292,KAVIANI K,10,7,5,2,9,,,,14,47,
,,,,4293,LAI I,4,10,4,6,5,,,,15,44,
,,MATH,28,2500,RODAS B G,6,7,6,1,7,,,,15,42,
,,,,2501,KONYA W,,7,5,7,3,,,,13,35,
,,,,4294,KAVIANI K,5,8,10,2,5,,,,10,40,
,,MATH,29,2502,WONG B L,5,11,13,7,1,,,,3,40,
,,MATH,31,2503,KARASIK P A,6,1,3,,8,,,,18,36,
,,,,2504,MAN S,,1,7,9,14,,,,3,34,
,,,,2505,JIMENEZ B S,2,5,11,5,12,,2,,11,48,
,,,,2506,SASO M,2,5,8,3,10,,,,6,34,
,,,,2507,SASO M,5,5,10,5,8,,,1,4,38,
,,,,2508,BELLIN E H,17,10,7,3,,,,1,3,41,
,,,,2509,SIMS J M,4,7,7,5,2,1,,1,18,45,
,,,,2510,LEE K H,7,8,13,8,,,,1,7,44,
,,,,2511,GIZAW A,3,3,8,7,2,5,1,1,15,45,
,,,,2512,GREEN T R,2,7,6,14,,,4,5,7,45,
"Friday, August 16, 2013",,,,,,,,,,,,,,,Page 68 of 95,
