Santa Monica College - Grade Distribution Fall 2014,,,,,,,,,,,,,,,,,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
,,,,2174,KLEMP R M,,,,,,,,22,6,,28,
,,,,2175,CAMPBELL L A,,,,,,,5,21,1,,27,
,,,,2176,O'HARA D M,,,,,,,5,15,5,,25,
,,,,2177,MARKARIAN E A,,,,,,,1,25,2,,28,
,,,,2178,HIOUREAS E C,,,,,,,8,15,4,,27,
,,,,2179,DAVISON,IV G S,,,,,,6,15,5,,26,
,,,,2180,JAMES K R,,,,,,,5,14,6,,25,
,,,,2181,HIOUREAS E C,,,,,,,,26,1,,27,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 50 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
English,ENGL,ENGL,85,2182,EBERLE B M,,,,,,,7,15,3,,25,
,,,,2183,MAVROMATI A C,,,,,,,3,19,2,,24,
,,,,2184,SCHNITZLER A P,,,,,,,4,16,5,,25,
,,,,2185,GARCIA M S,,,,,,,5,12,6,,23,
,,,,2186,COLTON P M,,,,,,,1,21,3,,25,
,,,,2187,SCHNITZLER A P,,,,,,,6,15,6,,27,
,,,,2188,MILLER N A,,,,,,,1,15,9,,25,
,,,,2189,KRUG J M,,,,,,,5,15,4,,24,
,,,,2190,SHAPIRO E P,,,,,,,5,14,5,,24,
,,,,3426,COLTON P M,,,,,,,,25,1,,26,
,,,,4204,WEATHERFORD K C,,,,,,,3,15,6,,24,
,,,,4205,SHAPIRO E P,,,,,,,2,14,6,,22,
,HUM,HUM,26,2511,REMMES J,2,4,2,2,1,,,,4,,15,
,,HUM,88A,2512,BEARDSLEY J D,1,,,,,,,,,,1,
,,HUM,88C,2514,BEARDSLEY J D,,,,,,1,,,,,1,
,REL ST,REL ST 51,,4473,REMMES J,2,7,5,1,1,,,1,7,,24,
,,REL ST 52,,4474,DEL GEORGE D K,13,4,3,1,1,,,1,,,23,
ESL,ESL,ESL,10G,2199,JACOBS T,5,10,7,2,,,,,1,,25,
,,,,2200,KAHN A B,2,7,9,3,5,,,,1,,27,
,,,,2201,ELLIS T L,2,12,4,2,,1,,,4,,25,
,,,,2202,HAHN CH S,,6,4,2,9,,,,3,,24,
,,,,4209,STENOS M S,6,13,1,1,,,,,2,,23,
,,ESL,10W,2203,HARCLERODE J E,6,10,8,1,,,,,2,,27,
,,,,2204,KOENIG GOLOMBEK L,2,8,12,,,,,1,2,,25,
,,,,2205,SPECTOR A L,5,5,3,3,4,,,1,4,,25,
,,,,2206,WOLFE R A,1,3,8,1,7,1,,,3,,24,
,,,,3445,LEE M E,,3,1,2,,,,,3,,9,
,,,,4210,KUNIMOTO T A,1,8,9,2,4,,,,1,,25,
,,ESL,11A,2207,LODMER E L,2,4,12,3,4,,,,3,,28,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 51 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
ESL,ESL,ESL,11A,2208,MARASCO J A,2,13,7,3,,,,1,1,,27,
,,,,2209,NIGHTINGALE M D,2,8,10,1,,,,,1,,22,
,,,,2210,JAFFE S R,3,13,6,,,,1,,2,,25,
,,,,2211,DELLAPASQUA L C,1,7,10,2,1,,,,3,,24,
,,,,2212,KIM E,4,11,6,2,,,1,,,,24,
,,,,2213,GRAZIADEI K N,6,8,6,3,,,1,,2,,26,
,,,,2214,STIVENER M,1,4,7,4,3,,,,6,,25,
,,,,2215,HOROWITZ R S,4,10,5,4,,,,,1,,24,
,,,,4211,CERQUEIRA B L,2,7,6,5,,,,1,4,,25,
,,ESL,11B,2216,NIGHTINGALE M D,2,1,1,1,,,3,7,3,,18,
,,,,2217,LEVITT D J,1,1,2,4,,,8,2,5,,23,
,,,,2218,MARASCO J A,1,3,5,4,,,6,2,4,,25,
,,,,2219,ASHLEIGH S B,,5,4,7,,,5,3,1,,25,
,,,,2220,WOLFE R A,5,5,4,4,,,5,2,,,25,
,,,,2221,GILL A M,,2,4,3,,,6,3,6,,24,
,,,,2222,LEE M E,2,14,5,,,,,2,1,,24,
,,,,4212,JORDAN S,1,5,4,4,,,,11,,,25,
,,ESL,14A,2223,MARASCO J A,9,16,4,,,,,2,1,,32,
,,,,2224,SPECTOR A L,9,8,1,3,,,,1,1,,23,
,,ESL,14B,2225,MARASCO J A,7,15,7,2,5,,1,,,,37,
,,ESL,15,2226,BOSTWICK L H,9,3,,1,,,,,1,,14,
,,,,2227,BOSTWICK L H,16,6,,3,,,,,4,,29,
,,ESL,16A,2228,NIGHTINGALE M D,3,11,6,4,,,,,7,,31,
,,ESL,16B,2229,MORROW E F,23,6,5,,,,,,5,,39,
,,,,2230,NIGHTINGALE M D,5,5,3,1,,,,1,2,,17,
,,ESL,16C,2231,MORROW E F,13,7,5,2,,,,,1,,28,
,,,,2232,NIGHTINGALE M D,3,1,3,6,5,,1,,13,,32,
,,ESL,17,2233,STIVENER M,3,5,6,3,3,,,,1,,21,
,,ESL,20A,2234,ELLIS T L,9,10,5,3,2,,,,3,,32,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 52 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
ESL,ESL,ESL,20A,2235,RANDALL T R,1,5,8,5,3,,,,3,,25,
,,ESL,20B,2237,HARCLERODE J E,12,5,4,,6,,,,,,27,
,,ESL,21A,2238,LANGTON L M,3,3,6,1,,,,14,,,27,
,,,,2239,HOOVER J,1,3,4,4,2,,4,7,7,,32,
,,,,2240,HOOVER J,,1,7,5,3,,6,6,3,,31,
,,,,2241,KOENIG GOLOMBEK L,,2,2,5,1,,6,12,1,,29,
,,,,2242,LANGTON L M,4,5,9,4,1,,1,9,2,,35,
,,,,2243,JAFFE S R,1,1,9,7,,,7,9,2,,36,
,,,,2244,HOOVER J,,2,3,4,5,,12,5,7,,38,
,,,,2245,LEVEQUE V F,,2,4,6,,,5,2,4,,23,
,,,,2246,JAFFE S R,2,2,3,5,1,,7,13,2,,35,
,,,,2247,CAFFEE N B,,1,,,2,,7,12,1,,23,
,,,,2248,LANGTON L M,2,4,6,2,2,,1,16,3,,36,
,,,,2249,LEVITT D J,3,2,2,1,3,,6,2,4,,23,
,,,,2250,GILL A M,,15,,2,1,,2,1,4,,25,
,,,,2251,LEVEQUE V F,,2,3,5,1,,2,4,2,,19,
,,,,2252,KIM E,,,1,7,3,,4,4,3,,22,
,,,,2253,LEVITT D J,3,3,2,,,,8,5,1,,22,
,,,,2254,JO C J,,,7,4,4,,6,1,2,,24,
,,,,2255,CAFFEE N B,,,1,1,,,6,13,4,,25,
,,,,2256,GRAZIADEI K N,1,8,8,4,,,5,8,2,,36,
,,,,2257,JO C J,,,1,2,3,,5,10,,,21,
,,,,2258,SILVER J L,,2,5,2,,,7,7,2,,25,
,,,,2259,LEVEQUE V F,,1,11,8,,,1,2,2,,25,
,,,,2260,YENSER S J,,1,2,,,,8,8,4,,23,
,,,,2261,YENSER S J,,3,2,,1,,3,12,4,,25,
,,,,2262,HARCLERODE J E,2,11,2,,1,,,19,,,35,
,,,,4213,CAFFEE N B,,1,5,4,2,,4,8,1,,25,
,,ESL,21B,2263,LANGTON L M,2,7,8,1,1,,1,16,,,36,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 53 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
ESL,ESL,ESL,21B,2264,HOOVER J,2,1,4,4,,,7,7,2,,27,
,,,,2265,LODMER E L,1,3,3,2,1,,9,13,,,32,
,,,,2266,LODMER E L,1,9,5,4,,,3,10,2,,34,
,,,,2267,KOENIG GOLOMBEK L,,,5,1,,,9,20,,,35,
,,,,2268,KUNIMOTO T A,,,,2,,,5,12,5,,24,
,,,,2269,KAHN A B,1,3,9,1,,,4,7,,,25,
,,,,2271,IBARAKI A T,,1,8,1,,,6,5,4,,25,
,,,,2272,IBARAKI A T,,,3,,,,7,13,2,,25,
,,,,2273,JO C J,,1,4,3,,,3,8,2,,21,
,,,,2274,TRACEY M P,,2,2,3,,,4,13,,,24,
,,,,2275,YENSER S J,,2,1,,,,4,17,1,,25,
,,,,2276,TRACEY M P,,4,2,1,1,,6,11,,,25,
,,,,2277,STENOS M S,1,2,2,1,,,8,11,,,25,
,,,,4214,WALKER D D,4,3,1,,,,3,15,,,26,
,,,,4215,TRACEY M P,2,5,1,1,2,,2,12,1,,26,
,,ESL,23,2278,JORDAN S,16,6,1,2,1,,,,2,,28,
,,,,2279,GRAZIADEI K N,8,5,2,1,,,,,2,,18,
,,ESL,25,2280,CERQUEIRA B L,,2,5,3,3,,1,1,1,,16,
,,ESL,28,2281,IBARAKI A T,8,3,9,1,6,1,,1,3,,32,
,,,,2282,RANDALL T R,,4,5,1,,,,,2,,12,
Health Science,HEALTH,HEALTH 61,,2428,REES D M,12,10,4,3,,2,,1,11,,43,
,NURSNG,NURSNG 10,,2943,THIERCOF H A,8,30,1,,,,,,,,39,
,,NURSNG 10L,,2944,THIERCOF H A,,,,,,,,10,,,10,
,,,,2945,GODAWA K S,,,,,,,,10,,,10,
,,,,2946,GALARAGA E,,,,,,,,10,,,10,
,,,,2947,PETERS H Y,,,,,,,,9,,,9,
,,NURSNG 15,,2948,THIERCOF H A,11,24,4,1,,,,,,,40,
,,NURSNG 15L,,2949,SHORT A D,,,,,,,1,9,,,10,
,,,,2950,SHORT A D,,,,,,,,10,,,10,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 54 of 97,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Health Science,NURSNG,NURSNG 15L,2951,SHORT A D,,,,,,,,,10,,,10
,,,2952,SHORT A D,,,,,,,,,10,,,10
,,NURSNG 16,2953,WILLIAMS E J,,,,,,,,,16,,,16
,,NURSNG 17,2954,FRIEDMAN M H,9,3,7,1,1,,,,,6,,27
,,,2955,FRIEDMAN M H,7,3,,,,,,,,4,,14
,,NURSNG 20,2956,ANGEL V M,1,10,16,7,2,,,,,3,,39
,,NURSNG 20L,2957,ANGEL V M,,,,,,,,2,8,,,10
,,,2958,PENAFLORIDA D D,,,,,,,,4,5,,,9
,,,2959,MAYORGA A,,,,,,,,2,5,3,,10
,,,2960,SOSHNIK R M,,,,,,,,1,9,,,10
,,NURSNG 25,2961,FARBER G C,6,19,1,,,,,,,5,,31
,,NURSNG 25L,2962,WISE J K,,,,,,,,,7,,,7
,,,2963,RISINGER L A,,,,,,,,,6,,,6
,,,2964,FARBER G C,,,,,,,,,7,,,7
,,,2965,FARBER G C,,,,,,,,,6,,,6
,,NURSNG 28,2966,THIERCOF H A,23,3,,,,,,,,,,26
,,NURSNG 30,2967,WILLIAMS E J,1,13,16,3,,,,,,,,33
,,NURSNG 30L,2968,WILLIAMS E J,,,,,,,,1,7,,,8
,,,2969,STOVALL K,,,,,,,,,8,,,8
,,,2970,MCDONALD J M,,,,,,,,1,7,,,8
,,,2971,LEE A K,,,,,,,,1,8,,,9
,,NURSNG 35,2972,ANGEL V M,1,23,11,1,,,,,,,,36
,,NURSNG 35L,2973,ANGEL V M,,,,,,,,1,8,,,9
,,,2974,ABERBOOK V A,,,,,,,,,9,,,9
,,,2975,BREGMAN M A,,,,,,,,,9,,,9
,,,2976,NONE 85,,,,,,,,,9,,,9
,,NURSNG 36,2977,LOPEZ G M,4,2,3,2,4,,,,,12,,27
,,,2978,LOPEZ G M,6,5,4,,1,,,,,2,,18
,,NURSNG 40,2979,ADLER E,7,8,,,,,,,,2,,17
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 55 of 97
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Health Science,NURSNG,NURSNG 40,,2980,ADLER E,4,10,1,,,,,,,,15,
,,NURSNG 40L,,2981,ESTRELLA D J,,,,,,,,9,,,9,
,,,,2982,ESTRELLA D J,,,,,,,,9,,,9,
,,,,2983,WISE J K,,,,,,,,6,,,6,
,,,,3365,WISE J K,,,,,,,,6,1,,7,
,,NURSNG 45,,2984,ABERBOOK V A,1,12,3,,,,,,,,16,
,,,,2985,ABERBOOK V A,1,10,4,,,,,,,,15,
,,NURSNG 45L,,2986,SMITH D L,,,,,,,,8,,,8,
,,,,2987,SMITH D L,,,,,,,,10,,,10,
,,,,2988,ABERBOOK V A,,,,,,,,7,,,7,
,,,,3367,ABERBOOK V A,,,,,,,,6,,,6,
,,NURSNG 50,,2989,WILLIAMS E J,8,16,6,,,,,,,,30,
,,NURSNG 50L,,2990,WILLIAMS E J,,,,,,,,17,1,,18,
,,,,2991,DULI L R,,,,,,,,13,1,,14,
,RES TH,RES TH,1,3257,SANTANA S A,8,7,4,3,5,,,,4,,31,
,,RES TH 60,,3258,SANTANA S A,4,10,1,,,3,,,2,,20,
History,HIST,HIST,1,2429,COOPER J A,13,8,4,2,,1,,,12,,40,
,,,,2430,MAYNC T M,6,12,11,4,3,,,,8,,44,
,,,,2431,BENNETT H M,7,14,5,2,10,,,,8,,46,
,,,,2432,STILES C L,52,11,6,6,4,,1,,2,,82,
,,,,2433,BYRNE D,17,8,5,1,4,,,,4,,39,
,,,,4270,STILES C L,53,10,3,4,5,,,4,3,,82,
,,HIST,2,2434,BYRNE D,11,14,14,3,3,,,,1,,46,
,,,,2435,MANOFF R J,19,10,4,3,,,,,8,,44,
,,,,2436,KERZE M,4,8,10,4,,,1,,17,,44,
,,,,2437,BENNETT H M,11,7,1,1,2,,,,5,,27,
,,,,2438,KENT M L,17,10,7,4,,,,,4,,42,
,,,,2439,VERLET M C,2,5,5,4,2,,,,5,,23,
,,,,2440,VERLET M C,3,8,4,4,3,,,,3,,25,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 56 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
History,HIST,HIST,2,4271,RASMUSSEN K A,5,10,9,1,,,,,9,,34,
,,HIST,3,4272,STILES C L,29,6,5,1,3,,,,2,,46,
,,HIST,4,4273,STILES C L,25,11,3,,,,,1,1,,41,
,,HIST,5,2441,MORENO M,6,8,6,3,4,,,,5,,32,
,,,,2442,MORENO M,7,12,5,4,3,,,,8,,39,
,,HIST,6,2443,MORENO M,6,10,8,2,3,,,,14,,43,
,,HIST,10,2444,KAWAGUCHI L A,1,4,2,2,6,,,,22,,37,
,,,,2445,KAWAGUCHI L A,2,2,5,3,7,,,1,15,,35,
,,,,2446,KAWAGUCHI L A,,,2,5,10,,,,32,,49,
,,,,2447,SAAVEDRA Y,7,10,9,2,7,,1,,11,,47,
,,,,2448,AMERIAN S M,6,21,12,3,,,,,4,,46,
,,,,2449,RUIZ R,23,17,6,,,3,,,3,,52,
,,,,2450,WILKINSON JR E C,12,18,6,1,,1,,1,5,,44,
,,,,2451,AMERIAN S M,14,12,7,1,2,,,,9,,45,
,,,,2452,RUIZ R,16,24,10,,,,,,3,,53,
,,,,2453,KAWAGUCHI L A,1,5,7,1,5,,1,,10,,30,
,,HIST,11,2454,KEVILLE T J,17,7,1,2,3,,,,6,,36,
,,,,2455,AMERIAN S M,6,11,13,4,4,1,,,5,,44,
,,,,2456,NIELSEN C S,4,8,5,2,2,,1,,17,,39,
,,,,2457,CHI J S,2,12,10,6,7,,,,13,,50,
,,,,2458,MORENO M,5,14,10,3,3,,,,8,,43,
,,,,2459,MORENO M,3,14,11,6,5,,,,8,,47,
,,,,2460,SLAUGHTER M A,11,19,5,3,4,,,,2,,44,
,,,,2461,KEVILLE T J,28,10,5,9,,,,1,4,,57,
,,,,2462,NIELSEN C S,7,11,2,1,,,,2,5,,28,
,,,,4274,SLAUGHTER M A,4,10,7,2,4,,,1,9,,37,
,,HIST,12,2463,CHI J S,6,11,11,4,5,,,,9,,46,
,,,,2464,CHI J S,4,9,12,2,4,,,,9,,40,
,,,,2465,KEVILLE T J,29,11,6,1,2,,,1,4,,54,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 57 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
History,HIST,HIST,12,2466,AMERIAN S M,6,14,15,7,5,,,,2,,49,
,,,,2467,CHI J S,4,13,10,3,5,,,,9,,44,
,,,,2468,CRUZ J S,14,9,6,4,,1,,,5,,39,
,,,,2469,AMERIAN S M,7,10,11,7,,,,2,4,,41,
,,,,2470,BOLELLI D,10,18,15,1,3,,,,5,,52,
,,,,2471,VANBENSCHOTEN W D,12,9,1,3,7,,,,10,,42,
,,,,2472,VANBENSCHOTEN W D,15,11,3,4,6,,1,,6,,46,
,,,,4275,BOLELLI D,15,19,7,,4,,,,2,,47,
,,HIST,13,2473,BORGHEI S C,2,10,14,4,7,,,,8,,45,
,,,,2474,BORGHEI S C,2,13,12,2,2,,,1,12,,44,
,,,,2475,MCMILLEN R,12,5,2,1,2,,,,13,,35,
,,HIST,14,2476,KAWAGUCHI L A,3,4,5,8,5,,,,8,,33,
,,HIST,16,2479,GANT-BRITTON L,11,15,8,8,2,,,,4,,48,
,,,,2480,MCMILLEN R,4,7,4,1,5,,,,9,,30,
,,HIST,19,2481,SAAVEDRA Y,5,5,12,1,2,,,,11,,36,
,,HIST,20,2482,WILKINSON JR E C,6,7,3,,1,2,,,15,,34,
,,,,2483,VANBENSCHOTEN W D,13,3,1,4,1,,,1,15,,38,
,,HIST,22,2484,PETROCELLI R M,8,10,2,1,9,,,,6,,36,
,,HIST,24,2485,ELLEFSON D C,16,11,6,,5,,,,9,,47,
,,HIST,29,2486,PANGBURN K A,8,22,7,,3,,,1,2,,43,
,,HIST,32,2487,FOUSER D C,5,9,5,1,7,,,,9,,36,
,,HIST,33,2488,PETROCELLI R M,8,,6,3,8,,,,13,,38,
,,,,2489,FOGLEMAN A M,9,6,9,,4,,,,7,,35,
,,,,2491,PETROCELLI R M,9,6,4,,5,,,,10,,34,
,,,,2492,PETROCELLI R M,11,12,2,2,7,,,,8,,42,
,,,,2493,PANGBURN K A,5,13,7,4,4,1,,,8,,42,
,,HIST,34,2494,READER L J,6,9,6,5,3,,,,9,,38,
,,,,2495,ELLEFSON D C,6,6,4,5,7,,,,9,,37,
,,,,2496,FOGLEMAN A M,9,6,3,1,4,,,,11,,34,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 58 of 97,
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
History,HIST,HIST,34,2497,BRITTON G W,5,4,2,1,2,,,,3,,17,
,,,,2498,KENT M L,17,12,3,5,,,,1,3,,41,
,,,,2499,BRITTON G W,9,3,6,1,2,,,,,,21,
,,HIST,38,2500,PETROCELLI R M,15,6,2,4,5,,,,10,,42,
,,HIST,41,2501,BOLELLI D,7,20,11,,5,,,,3,,46,
,,HIST,43,2502,RUIZ R,17,9,2,,,,,,7,,35,
,,HIST,47,2503,CHI J S,3,4,5,,3,,,,4,,19,
,,HIST,52,2504,MANOFF R J,20,12,,,1,6,,1,2,,42,
,,HIST,53,2506,KERZE M,10,4,3,1,3,,,,10,,31,
,,HIST,55,2507,KERZE M,8,9,4,,5,,,1,10,,37,
,,HIST,90A,2510,VANBENSCHOTEN W D,,,,,,,,,1,,1,
Kinesiology,HEALTH,HEALTH 10,,2423,STRONG L M,16,8,8,4,1,,,1,5,,43,
,,,,2424,KAUFMAN D,2,8,6,3,8,,,,4,,31,
,,,,2425,STRONG L M,20,11,6,3,3,1,,,7,,51,
,,,,2426,CHAVEZ E C,6,6,14,6,,,,,6,,38,
,,,,2427,STAFSKY G B,17,8,3,2,4,,,,2,,36,
,KIN PE,KIN PE,3,2557,GARRETT J B,10,6,17,3,1,,,,4,,41,
,,KIN PE,4,2558,AURA J,18,10,6,,6,1,,,4,,45,
,,KIN PE,5A,2559,KALAFER F,30,5,,,,,,,1,,36,
,,KIN PE,9A,2560,BARNETT R T,17,5,4,,1,2,,,8,,37,
,,KIN PE,9B,2561,JENKINS J M,51,,,,,,,,4,,55,
,,KIN PE,9C,2562,ROYAL S A,22,2,1,,,13,,,1,,39,
,,KIN PE 10,,2563,SEYMOUR P S,25,1,2,,,,,,7,,35,
,,,,2564,SEYMOUR P S,31,1,1,,,,,,2,,35,
,,,,2565,BARNETT R T,25,4,,,1,3,,,2,,35,
,,,,2566,TIAMFOOK M J,31,3,2,,3,,,,3,,42,
,,,,2567,NEWBILL I M,38,1,,,,,,1,3,,43,
,,,,2568,PLUTCHOK K A,31,,,,2,,,,3,,36,
,,,,2569,NEWBILL I M,21,7,2,,,,,,2,,32,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 59 of 97,
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Kinesiology,KIN PE,KIN PE 10,2570,CARLSTEN E B,27,6,1,1,,,,,,6,,41
,,,2571,SOTO D P,20,4,,,4,,,,,7,,35
,,KIN PE 11A,2572,BARNETT R T,22,1,2,,1,,,,,7,,33
,,,2573,O'FALLON D R,40,2,,,,,,,,4,,46
,,KIN PE 11B,2574,BARNETT R T,9,1,,,2,,,,,8,,20
,,,2575,BARNETT R T,24,5,,,2,,1,,1,5,,38
,,,2576,SEYMOUR P S,22,,1,,,,,,,2,,25
,,KIN PE 11C,2577,BARNETT R T,11,5,1,1,4,,1,,,5,,28
,,,2578,SEYMOUR P S,11,,,,,,,,,1,,12
,,,2579,MURRAY Z M,14,3,2,1,,,1,,,5,,26
,,,2580,MURRAY Z M,14,2,2,2,,,,,,6,,26
,,KIN PE 17,2581,STRONG L M,31,4,3,,,,,,,11,,49
,,KIN PE 19C,2582,SHICKMAN T D,21,2,2,1,2,,,,,3,,31
,,,2583,ROQUE E M,16,3,2,1,3,,,,,3,,28
,,,2584,GARCIA S M,26,5,,,1,,,,2,4,,38
,,KIN PE 19E,2585,PORTER L A,28,2,1,,,,,,,4,,35
,,KIN PE 21,2586,BARNETT R T,18,1,,,1,,,,,8,,28
,,KIN PE 25A,2587,RALSTON L C,14,2,1,,,,,,,2,,19
,,KIN PE 25B,2588,RALSTON L C,8,3,2,2,1,,,,,2,,18
,,KIN PE 25C,2589,RALSTON L C,3,1,1,,1,,,,,1,,7
,,KIN PE 41W,2590,EASTCOTT M B,23,4,1,,3,,,,,3,,34
,,KIN PE 43A,2591,HEROLD M J,38,,1,,,,1,,,1,,41
,,,2592,ENFIELD M D,35,2,,,,,,,,3,,40
,,KIN PE 43C,2593,HEROLD M J,35,9,,,,,,,,3,,47
,,,2594,ENFIELD M D,26,9,1,,,,,,,7,,43
,,KIN PE 45C,2595,SOTO D P,5,,,,1,,,,,3,,9
,,KIN PE 46,4293,MOOREHEAD J R,3,1,,6,,,,,,8,,18
,,KIN PE 48A,2596,CARTER-AARON L J,25,1,,2,8,,,,,12,,48
,,,2597,SHIMA T H,28,9,1,3,1,,1,,,9,,52
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 60 of 97
Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Kinesiology,KIN PE,KIN PE 48B,2599,CONTARSY S A,13,1,3,,,,,,,10,,27
,,,2600,BULLOCK J A,19,3,,,1,,,,,1,,24
,,,2601,CARTER-AARON L J,11,2,1,2,3,,1,,,7,,27
,,,2602,CHAVEZ E C,10,2,,7,,,1,,,6,,26
,,KIN PE 48C,2603,SHIMA T H,22,1,1,,2,,,,,3,,29
,,,2604,CARTER-AARON L J,15,,1,,2,,,,,2,,20
,,KIN PE 48D,2605,CONTARSY S A,25,,,,,,,,,9,,34
,,,2606,SHIMA T H,9,1,1,,,,,,,,,11
,,,2607,CARTER-AARON L J,4,,1,,,,,,,3,,8
,,KIN PE 49A,2608,ROMAN P A,17,,,,,,,,,1,,18
,,KIN PE 53A,2609,LIVSHIN B S,7,3,,,1,,,,,3,,14
,,KIN PE 53B,2610,LIVSHIN B S,12,,,,,,,,,1,,13
,,KIN PE 54A,2611,GOLDENSON R M,12,,,,1,,,,,1,,14
,,,2612,GOLDENSON R M,13,,,,,,,,,2,,15
,,KIN PE 54B,2613,GOLDENSON R M,6,,,,1,,,,,1,,8
,,,2614,GOLDENSON R M,8,,,,,,,,,,,8
,,KIN PE 54C,2615,GOLDENSON R M,6,,,1,2,,,,,,,9
,,KIN PE 54D,2616,GOLDENSON R M,9,,,,,,,,,,,9
,,KIN PE 56A,2617,SILVA L,20,3,3,,2,,,,1,10,,39
,,KIN PE 57A,2618,ROQUE E M,18,7,,3,,,,1,,12,,41
,,KIN PE 57B,2619,ROQUE E M,15,4,,1,1,,1,,,1,,23
,,KIN PE 57C,2620,MAYER J L,4,,,,,,,,,4,,8
,,KIN PE 58A,2621,BENNETT J L,30,4,3,2,2,,,,,8,,49
,,,2622,SANDOVAL H J,29,7,,,2,,,,,2,,40
,,,2623,PORTER L A,27,6,2,,1,,,,,6,,42
,,,2624,HUNER K A,34,1,,2,,,,,,6,,43
,,,4515,HUNER K A,11,4,1,,1,,,,,1,,18
,,KIN PE 58B,2625,ROQUE E M,13,4,2,,2,,3,,,4,,28
,,,2626,HUNER K A,4,5,1,,,,,,,6,,16
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 61 of 97
Department,Subject,Course,,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
Kinesiology,KIN PE,KIN PE 58B,,2627,BENNETT J L,11,5,,,4,,,,9,,29,
,,,,2628,PORTER L A,29,4,4,2,,,,,3,,42,
,,KIN PE 58C,,2629,HUNER K A,3,2,,,,,,,2,,7,
,,,,2630,BENNETT J L,11,2,,,2,,1,,1,,17,
,,,,2631,SANDOVAL H J,22,8,,1,,,,,7,,38,
,,KIN PE 59A,,2632,MAYER J L,27,,,,,,,,2,,29,
,,KIN PE 88A,,2633,ROQUE E M,3,,,,,2,,,,,5,
,,,,2634,ROQUE E M,,,,,,,,,1,,1,
,PRO CR,PRO CR,6A,3174,GARCIA S M,1,20,33,5,5,,,,7,,71,
,,PRO CR,7,3175,BENDITSON A,17,5,3,,2,,,,5,,32,
,,PRO CR,8,3176,O'FALLON D R,42,7,,,,,,,6,,55,
,,PRO CR 10,,3177,CHAVEZ E C,12,9,8,7,,,,,3,,39,
,,PRO CR 11,,4449,PRITIKIN A,23,11,3,1,1,,,,6,,45,
,,PRO CR 12,,3178,SHIMA T H,21,7,4,1,1,,,,4,,38,
,,PRO CR 15,,3179,SHICKMAN T D,4,5,4,3,4,,,,11,,31,
,,PRO CR 19,,3180,ROQUE E M,3,,,,,,,,1,,4,
Library,LIBR,LIBR,1,2639,WOMACK C Z,19,7,2,1,8,,,2,13,,52,
,,,,2640,WOMACK C Z,19,9,4,4,5,,,,4,,45,
,,,,2641,WOMACK C Z,24,6,1,,5,,,,3,,39,
,,,,2642,WOMACK C Z,20,6,,2,7,,,1,5,,41,
Life Science,ANATMY,ANATMY,1,1082,DELL M M,8,6,1,4,7,,,,7,,33,
,,,,1083,STEPHANOU M L,4,2,4,4,5,,,,6,,25,
,,,,1084,HUTCHINSON S C,4,4,2,2,3,,,,19,,34,
,,,,1085,WISSMANN P B,4,1,1,3,1,,,,20,,30,
,,,,1086,VALLE A M,5,6,9,1,4,,,,10,,35,
,,,,1087,ZUK P A,13,3,5,,8,,,,8,,37,
,,,,1088,HILL B J,7,6,4,2,,,,,7,,26,
,,,,1089,DELL M M,6,4,5,3,3,,,,11,,32,
,,,,1090,WISSMANN P B,3,2,1,3,4,,1,,14,,28,
"Monday, February 23, 2015",,,,,,,,,,,,,,,,Page 62 of 97,
Department,Subject,Course,Section,,Instructor,A,B,C,D,F,IP,IX,NP,P,W,RD,Total
