Santa Monica College - Grade Distribution Fall 2012,,,,,,,,,,,,,,,,,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
,,ESL,16B,2182,LE VEQUE V F,9,11,5,,7,,,1,1,5,39,
,,,,2183,NIGHTINGALE M D,7,8,4,,,,,,1,4,24,
,,ESL,16C,2184,LE VEQUE V F,4,15,4,,1,,,,,6,30,
,,,,2185,NIGHTINGALE M D,7,8,4,5,2,,,,2,9,37,
,,,,4201,LERNIHAN V,6,9,8,2,,,,,1,1,27,
,,ESL,17,2186,STIVENER M,9,6,3,2,5,,,,2,5,32,
,,ESL,20A,2187,ANTMAN B,7,13,8,2,2,,,,,1,33,
,,,,2188,RANDALL T R,2,3,5,6,5,,,,1,1,23,
,,ESL,20B,2189,ANTMAN B,5,10,7,3,5,,,,2,3,35,
,,,,2190,CARR K J,7,8,3,1,3,,,,,3,25,
,,ESL,21A,2191,LODMER E L,,6,3,,,,,6,18,1,34,
,,,,2192,HOOVER J,8,10,3,,,,,3,6,7,37,
,,,,2193,BOSTWICK L H,6,1,3,,,,,1,11,1,23,
,,,,2194,LEVITT D J,1,2,8,5,1,,,,4,2,23,
,,,,2195,RIOS A I,8,2,2,,1,,,2,6,4,25,
,,,,2196,HOOVER J,1,8,6,,4,,,,3,5,27,
,,,,2197,JAFFE S R,3,4,2,11,,,1,1,7,6,35,
,,,,2198,KOENIG GOLOMBEK L K,7,2,1,,1,,,1,10,2,24,
,,,,2199,JAFFE S R,6,13,7,,,,,1,2,8,37,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 46 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,21A,2200,TUDMAN K L,2,5,3,2,,,,2,11,1,26,
,,,,2201,MARASCO J A,,1,3,5,,,,7,17,2,35,
,,,,2202,JO C J,,1,2,3,5,,,6,6,1,24,
,,,,2203,KOENIG GOLOMBEK L K,2,4,5,1,,,,4,4,6,26,
,,,,2204,TUDMAN K L,2,4,8,,2,,,2,7,3,28,
,,,,2205,SILVER J L,,3,5,2,,,,2,11,2,25,
,,,,2206,YENSER S J,2,8,4,5,1,,,2,3,,25,
,,,,2207,HENRY L J,3,8,5,1,2,,,,6,,25,
,,,,2208,KIM E,,2,8,3,2,,,3,2,3,23,
,,,,2209,GRAZIADEI K N,,1,5,3,2,,,5,5,5,26,
,,,,2210,JO C J,,2,5,6,2,,,3,4,1,23,
,,,,2211,SILVER J L,,2,4,2,2,,,4,11,1,26,
,,,,2212,JO C J,,1,3,3,3,,,3,9,2,24,
,,,,2213,POBLET I C,1,7,6,4,1,,,,6,,25,
,,,,2214,GROLLMUS J,1,2,4,3,4,,,4,5,1,24,
,,,,2215,GRAZIADEI K N,1,7,2,5,2,,,6,4,,27,
,,,,4202,ALLING B J,2,6,1,2,4,,,4,3,2,24,
,,ESL,21B,2216,LODMER E L,,1,3,1,,,,2,17,,24,
,,,,2217,HOOVER J,2,1,6,5,,,,2,2,1,19,
,,,,2218,ASHLEIGH S B,2,8,1,1,4,,,,6,1,23,
,,,,2219,TURNER P A,,2,3,2,,,,7,11,,25,
,,,,2220,TURNER P A,,9,2,1,2,,,1,9,,24,
,,,,2221,KOENIG GOLOMBEK L K,1,3,4,3,1,,,6,12,4,34,
,,,,2222,MARASCO J A,,2,1,1,,,,4,21,3,32,
,,,,2223,DIAZ J M,1,,2,,2,,,3,14,3,25,
,,,,2224,DIAZ J M,1,2,1,2,1,,,4,15,,26,
,,,,2225,KOENIG GOLOMBEK L K,2,4,7,2,1,,,6,12,1,35,
,,,,2226,DIAZ J M,,1,2,,,,,2,18,2,25,
,,,,2227,TUDMAN K L,3,7,1,,1,,,,13,1,26,
,,,,2228,TRACEY M P,1,3,3,2,,,,4,8,1,22,
,,,,2229,SCHELBERT B,2,5,5,2,,,,3,12,1,30,
,,,,4203,TRACEY M P,1,5,4,,,,,,16,,26,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 47 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
ESL,ESL,ESL,21B,4204,TRACEY M P,2,5,3,4,,,,1,7,,22,
,,ESL,23,2230,HOROWITZ R S,3,13,3,2,,,,,2,2,25,
,,,,2231,GRAZIADEI K N,8,4,4,2,2,,,,,5,25,
,,ESL,25,2232,HENRY L J,2,7,3,1,1,,,,7,3,24,
,,ESL,28,2233,IBARAKI A T,7,12,7,1,,,,,1,2,30,
,,,,2234,RANDALL T R,,2,3,3,5,,,,,2,15,
Health Scien,HEALTH,HEALTH 6,,2363,REES D M,15,6,9,3,4,,1,,1,6,45,
,NURSNG,NURSNG 1,,2853,THIERCOF H A,1,33,3,,,,,,,1,38,
,,NURSNG 1,,2854,THIERCOF H A,,,,,,,,,10,,10,
,,,,2855,GODAWA K S,,,,,,,,,8,1,9,
,,,,2856,GALARAGA E,,,,,,,,,9,,9,
,,,,2857,SMITH D L,,,,,,,,,10,,10,
,,NURSNG 1,,2858,THIERCOF H A,5,25,7,1,,,,,,,38,
,,NURSNG 1,,2859,THIERCOF H A,,,,,,,,,9,,9,
,,,,2860,THIERCOF H A,,,,,,,,,9,,9,
,,,,2861,GODAWA K S,,,,,,,,1,9,,10,
,,,,2862,SHORT A D,,,,,,,,,10,,10,
,,NURSNG 1,,2863,ABERBOOK V A,,,,,,,,,31,1,32,
,,NURSNG 1,,2864,FRIEDMAN M H,7,13,11,3,3,,,,,11,48,
,,,,2865,FRIEDMAN M H,7,7,5,,2,,,,,7,28,
,,,,4392,FRIEDMAN M H,7,10,9,1,1,,,,,14,42,
,,NURSNG 2,,2866,ANGEL V M,1,12,20,1,1,,,,,5,40,
,,NURSNG 2,,2867,ANGEL V M,,,,,,,,,10,,10,
,,,,2868,MAYORGA A,,,,,,,,1,6,3,10,
,,,,2869,PENAFLORIDA D D,,,,,,,,,9,1,10,
,,,,2870,SOSHNIK R M,,,,,,,,1,8,1,10,
,,NURSNG 2,,2871,FARBER G C,6,19,8,,,,,,,1,34,
,,NURSNG 2,,2872,FARBER G C,,,,,,,,,10,,10,
,,,,2873,RISINGER L A,,,,,,,,,7,,7,
,,,,2874,FARBER G C,,,,,,,,,8,,8,
,,,,2875,FARBER G C,,,,,,,,,8,,8,
,,NURSNG 2,,2876,MCDONALD J M,32,1,,,,,,,,1,34,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 48 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Health Scien,NURSNG,NURSNG 3,,2877,WILLIAMS E J,,20,13,,,,,,,,33,
,,NURSNG 3,,2878,MCDONALD J M,,,,,,,,,8,,8,
,,,,2879,WILLIAMS E J,,,,,,,,,8,,8,
,,,,2880,ISLAS V I,,,,,,,,,8,,8,
,,,,2881,LEE A K,,,,,,,,,9,,9,
,,NURSNG 3,,2882,ADLER E,2,24,7,,,,,,,,33,
,,NURSNG 3,,2883,ANGEL V M,,,,,,,,,8,,8,
,,,,2884,TATMAN K D,,,,,,,,,9,,9,
,,,,2885,WILLIAMS E J,,,,,,,,,8,,8,
,,,,2886,BREGMAN M A,,,,,,,,,8,,8,
,,NURSNG 3,,2887,WILLIAMS E J,19,8,1,,,,,,,11,39,
,,,,2888,LOPEZ G M,11,14,9,1,2,,,,,5,42,
,,NURSNG 4,,2889,ADLER E,1,7,,,,,,,,,8,
,,,,2890,ADLER E,4,10,,,,,,,,,14,
,,NURSNG 4,,2891,ADLER E,,,,,,,,,8,,8,
,,,,2892,ESTRELLA D J,,,,,,,,,7,,7,
,,,,2894,WISE J K,,,,,,,,,7,,7,
,,NURSNG 4,,2895,MCCASKILL C J,2,12,,,,,,,,,14,
,,,,2896,ABERBOOK V A,6,2,,,,,,,,,8,
,,NURSNG 4,,2897,ABERBOOK V A,,,,,,,,,8,,8,
,,,,2898,ABERBOOK V A,,,,,,,,,7,,7,
,,,,2899,MCCASKILL C J,,,,,,,,,7,,7,
,,NURSNG 5,,2901,WILLIAMS E J,6,16,,,,,,,,,22,
,,NURSNG 5,,2902,DULI L R,,,,,,,,,11,,11,
,,,,2903,WILLIAMS E J,,,,,,,,,11,,11,
,RES TH,RES TH,1,3158,SANTANA S A,4,7,4,9,6,,,,,8,38,
,,RES TH 60,,3159,SANTANA S A,2,6,4,4,3,,,,,6,25,
History,HIST,HIST,1,2364,BYRNE D,8,17,13,1,3,,,,,4,46,
,,,,2365,NESS B J,3,17,21,,,,,,,7,48,
,,,,2366,KENT M L,16,11,8,4,,,,,,1,40,
,,,,2367,NESS B J,1,15,14,1,,,,,,13,44,
,,,,2368,NESS B J,9,12,,,,,,,,1,22,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 49 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
History,HIST,HIST,1,2369,STILES C L,49,26,7,1,4,,,,,1,88,
,,,,2370,BYRNE D,11,12,9,,2,,,,1,7,42,
,,,,4256,STILES C L,59,20,2,2,1,,,,,3,87,
,,HIST,2,2371,MANOFF R J,13,14,10,4,3,,,,,4,48,
,,,,2372,KENT M L,19,9,12,2,,,,,,1,43,
,,,,2373,KERZE M,6,8,6,,5,,1,,,20,46,
,,,,2374,GHANBARPOUR C,17,19,1,1,5,,,,,2,45,
,,,,2375,GHANBARPOUR C,13,11,12,,4,,,,,2,42,
,,,,2376,VERLET M C,10,7,4,5,1,,,,,9,36,
,,,,2377,VERLET M C,4,11,8,1,4,,,,,6,34,
,,,,4257,RASMUSSEN K A,5,16,3,1,9,,,1,,6,41,
,,HIST,3,4258,STILES C L,45,4,1,,,,,,1,2,53,
,,HIST,4,4259,STILES C L,43,2,,,2,,,,,1,48,
,,HIST,5,2378,MOSTKOFF A,26,7,6,2,3,,,,,7,51,
,,,,2379,MOSTKOFF A,25,6,5,1,5,,,,,2,44,
,,HIST,6,2380,MOSTKOFF A,14,12,6,2,3,,,,,7,44,
,,,,2381,MOSTKOFF A,9,14,12,3,5,,,,,3,46,
,,,,2382,RUIZ R,18,12,,,2,,4,,,4,40,
,,HIST,10,2383,KAWAGUCHI L A,1,1,17,10,9,,,,,16,54,
,,,,2384,SAAVEDRA Y,8,9,10,5,5,,,1,1,11,50,
,,,,2385,KAWAGUCHI L A,,6,17,4,16,,,,1,8,52,
,,,,2386,SAAVEDRA Y,4,9,5,12,9,,,,1,6,46,
,,,,2387,CRUZ J S,9,14,10,5,3,,2,,1,8,52,
,,,,2388,KAWAGUCHI L A,1,8,7,2,4,,,,,10,32,
,,,,4260,WILKINSON JR E C,7,18,5,,,,1,,,3,34,
,,HIST,11,2389,BORGHEI S C,4,8,6,4,7,,,,,7,36,
,,,,2390,KAWAGUCHI L A,,6,8,5,11,,,,,10,40,
,,,,2391,KEVILLE T J,14,7,7,1,7,,,,,5,41,
,,,,2392,CHI J S,,11,10,3,10,,,,,11,45,
,,,,2393,VANBENSCHOTEN W D,2,8,16,7,5,,,,,7,45,
,,,,2394,BORGHEI S C,3,7,12,9,9,,1,,,8,49,
,,,,2395,GANTNER D C,20,26,,1,,,,,1,4,52,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 50 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
History,HIST,HIST,11,2396,KEVILLE T J,14,12,13,,4,,,,,4,47,
,,,,2397,NIELSEN C S,12,6,5,1,3,,,,1,3,31,
,,HIST,12,2398,CRUZ J S,11,7,6,2,2,,,,1,9,38,
,,,,2399,NIELSEN C S,9,11,10,1,2,,1,,,11,45,
,,,,2400,CHI J S,3,7,10,3,10,,,,,11,44,
,,,,2401,KEVILLE T J,16,4,10,,2,,,,3,3,38,
,,,,2402,CHI J S,,12,11,4,8,,1,,,10,46,
,,,,2403,GANTNER D C,24,2,,,,,,,,,26,
,,,,2404,CHI J S,2,9,12,3,10,,,,,12,48,
,,,,2405,WILKINSON JR E C,14,15,7,,2,,2,,2,3,45,
,,,,2406,VANBENSCHOTEN W D,8,3,4,6,4,,,,,12,37,
,,,,4261,BOLELLI D,16,14,9,,6,,,,,5,50,
,,HIST,13,2407,BORGHEI S C,12,9,2,,1,,,,,1,25,
,,,,2408,GANTNER D C,24,16,3,,,,,,,3,46,
,,,,2409,MCMILLEN R,10,5,3,5,2,,,,,10,35,
,,HIST,16,2412,CLAYBORNE D,7,4,4,10,6,,,,,18,49,
,,,,2413,MCMILLEN R,6,6,2,1,2,,,,1,11,29,
,,HIST,19,2414,MOSTKOFF A,21,11,2,,3,,,,,6,43,
,,HIST,20,2415,WILKINSON JR E C,13,16,4,,2,,4,,,7,46,
,,,,2416,VANBENSCHOTEN W D,8,4,5,2,5,,,,,7,31,
,,HIST,22,2417,RORABACK A J,29,4,3,,5,,,,1,9,51,
,,HIST,24,2418,ELLEFSON D C,11,6,7,2,5,,,,1,9,41,
,,HIST,26,2419,NESS B J,5,21,11,2,,,,,,5,44,
,,HIST,29,2420,NESS B J,9,17,9,1,,,,,,9,45,
,,HIST,33,2421,PETROCELLI R M,5,7,4,2,10,,,,,11,39,
,,,,2422,PETROCELLI R M,6,6,4,2,8,,,,,7,33,
,,,,2423,PETROCELLI R M,7,9,1,1,9,,1,,,8,36,
,,,,2424,CLAYBORNE D,11,7,8,4,10,,,,,7,47,
,,,,4263,PETROCELLI R M,5,7,3,3,8,,,,,8,34,
,,HIST,34,2425,FOGLEMAN A M,15,10,2,,5,,,,,7,39,
,,,,2426,FARRELL J,15,9,,,,,2,,,,26,
,,,,2427,PAYNICH T J,25,7,1,,3,,,,,9,45,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 51 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
History,HIST,HIST,34,2428,FARRELL J,18,16,4,,3,,1,,,6,48,
,,HIST,38,2429,PETROCELLI R M,5,11,15,2,5,,,,,5,43,
,,HIST,41,2430,BOLELLI D,6,20,10,,2,,,,,6,44,
,,HIST,43,2431,RUIZ R,21,16,1,,,,2,,,2,42,
,,HIST,47,2432,CHI J S,4,4,2,1,,,,,1,9,21,
,,HIST,52,2433,MANOFF R J,17,14,3,2,1,,2,,,6,45,
,,HIST,53,2434,BOLELLI D,27,11,3,,3,,,,,5,49,
,,,,2435,KERZE M,4,5,4,1,4,,,,,15,33,
,,HIST,55,2436,KERZE M,3,6,1,1,10,,,,1,21,43,
,,HIST,88B,2439,BORGHEI S C,2,,,,,,,,,,2,
Kinesiology,HEALTH,HEALTH 1,,2358,STRONG L M,10,13,8,5,5,,,,,4,45,
,,,,2359,STRONG L M,15,13,10,4,4,,1,,,5,52,
,,,,2360,KAUFMAN D,11,7,7,5,5,,,,,4,39,
,,,,2361,CHAVEZ E C,7,7,5,13,,,,,,2,34,
,,,,2362,SPYCHAJ S L,22,17,2,,5,,,,,4,50,
,KIN PE,KIN PE,3,2488,CONTARSY S A,36,7,1,,,,,,,5,49,
,,KIN PE,4,2489,AURA J,24,9,2,,4,,3,,,11,53,
,,KIN PE,9A,2490,BARNETT R T,25,3,2,1,2,,1,,,7,41,
,,KIN PE,9B,2491,ROYAL S A,36,,,,,,6,,,3,45,
,,KIN PE,9C,2492,JENKINS J M,26,1,3,7,2,,,,,3,42,
,,KIN PE 10,,2493,SEYMOUR P S,35,3,,,,,3,,,6,47,
,,,,2494,TIAMFOOK M J,32,3,,,1,,,,,8,44,
,,,,2495,SHICKMAN T D,33,5,,,2,,,,,7,47,
,,,,2496,TIAMFOOK M J,28,5,4,2,3,,,,,9,51,
,,,,2497,SHICKMAN T D,33,1,1,1,1,,,,1,8,46,
,,,,2498,BARNETT R T,26,3,2,2,2,,,,,8,43,
,,KIN PE 11,,2499,BARNETT R T,21,,,,1,,4,,,10,36,
,,KIN PE 11,,2500,BARNETT R T,25,,,,,,1,,,6,32,
,,,,2501,BARNETT R T,31,1,,,,,2,,1,5,40,
,,,,2502,BARNETT R T,31,2,1,,2,,1,,,4,41,
,,KIN PE 11,,2503,SEYMOUR P S,22,,,,,,1,,,7,30,
,,,,2504,SEYMOUR P S,28,,,,,,1,,,7,36,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 52 of 86,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Kinesiology,KIN PE,KIN PE 11,2505,NEWBILL I M,27,2,3,,,,,,,,5,37
,,,2506,BANUELOS D,36,3,,,,2,,,,,1,42
,,,2507,MURRAY Z M,16,8,2,,,4,,,,,3,33
,,KIN PE 17,2508,STRONG L M,50,3,2,,,,,,,,15,70
,,KIN PE 19,2509,CULBERTSON I P,24,9,5,1,,1,,,,1,7,48
,,KIN PE 19,2510,NEWBILL I M,25,,,,,,,,,,5,30
,,,2511,ROQUE E M,32,4,,1,,,,,,,7,44
,,,2512,GARCIA S M,29,2,1,,,,,,,,10,42
,,,2513,GARCIA S M,28,7,4,6,,,,,,,5,50
,,KIN PE 19,2514,PORTER L A,33,2,1,,,,,,,,5,41
,,,2515,PORTER L A,33,1,,,,,,,,,1,35
,,KIN PE 21,2516,BARNETT R T,33,,,,,,,2,,,3,38
,,KIN PE 25,2517,RALSTON L C,14,4,,1,,1,,,,,1,21
,,KIN PE 41,2518,EASTCOTT M B,23,3,,,,5,,,,,3,34
,,KIN PE 43,2519,HEROLD M J,40,,,,,,,,,,5,45
,,,2520,PEHANICH J,38,2,1,2,,1,,,,,2,46
,,KIN PE 43,2521,PEHANICH J,35,6,2,1,,,,,,,4,48
,,,2522,HEROLD M J,47,,,,,,,,,,3,50
,,KIN PE 45,2523,SPYCHAJ S L,15,,,,,,,,,,8,23
,,KIN PE 46,4277,BENSING E R,19,,,2,,,,,,,7,28
,,KIN PE 48,2524,SANTO M T,28,4,,,,6,,,,,6,44
,,,2525,SANTO M T,27,2,,4,,2,,,,,6,41
,,KIN PE 48,2526,SHIMA T H,17,2,,1,,3,,1,,,5,29
,,,2527,SHIMA T H,31,,,,,,,,,,7,38
,,,2528,COLLIER A B,23,3,2,,,2,,,,,10,40
,,KIN PE 48,2529,COLLIER A B,13,1,,,,,,,,,8,22
,,,2530,BULLOCK J A,7,1,,,,1,,,,,,9
,,,2531,COLLIER A B,8,,1,1,,3,,,,,5,18
,,,2532,BULLOCK J A,9,7,,,,,,,,,5,21
,,KIN PE 48,2533,BULLOCK J A,15,2,,,,3,,,,,3,23
,,,2534,COLLIER A B,4,,,,,,,,,,1,5
,,,2535,BULLOCK J A,12,1,,,,2,,,,,2,17
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 53 of 86
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Kinesiology,KIN PE,KIN PE 48,,2536,COLLIER A B,2,,,,,,,,,5,7,
,,,,2537,BULLOCK J A,13,,,,1,,,,,2,16,
,,KIN PE 49,,2538,ROMAN P A,21,3,,,,,,,,1,25,
,,KIN PE 54,,2539,GAVANKAR S S,19,,,,3,,,,,3,25,
,,KIN PE 54,,2540,GOLDENSON R M,8,,,,,,,,,1,9,
,,KIN PE 54,,2541,GOLDENSON R M,6,,,,,,,,,1,7,
,,KIN PE 54,,2542,GOLDENSON R M,20,,,,,,,,,3,23,
,,KIN PE 56,,2543,SILVA L,31,8,8,,3,,,,,11,61,
,,KIN PE 57,,2544,ROQUE E M,31,6,3,1,3,,,,,7,51,
,,KIN PE 57,,2545,ROQUE E M,22,3,1,,2,,,,,3,31,
,,,,4278,MAYER J L,8,1,,,,,,,,8,17,
,,KIN PE 57,,4279,MAYER J L,19,,,,,,,,,2,21,
,,KIN PE 58,,2546,SANDOVAL H J,34,6,2,1,2,,,,,7,52,
,,,,2547,PORTER L A,35,2,,,,,,,1,2,40,
,,,,2548,SANDOVAL H J,28,5,1,1,1,,,,,4,40,
,,,,4280,BENNETT J L,15,2,5,2,1,,,,1,5,31,
,,KIN PE 58,,2549,SANDOVAL H J,21,7,2,4,,,,,,6,40,
,,,,2550,HUNER K A,16,1,1,,1,,,,,3,22,
,,,,2551,BENNETT J L,14,5,8,1,8,,,,,2,38,
,,KIN PE 58,,2552,HUNER K A,13,1,1,,1,,,,,,16,
,,KIN PE 88,,2553,ROQUE E M,1,1,,,,,,,,1,3,
,,,,3376,ROQUE E M,1,,,,,,,,,,1,
,PRO CR,PRO CR,6,3084,GARCIA S M,40,8,14,,4,,,,,5,71,
,,PRO CR 10,,3085,CHAVEZ E C,5,8,9,8,,,1,,,7,38,
,,PRO CR 11,,4426,KALEY M,17,9,6,1,7,,,,,6,46,
,,PRO CR 12,,3086,SHIMA T H,16,3,6,,4,,,,,10,39,
,,PRO CR 15,,3087,CHAVEZ E C,7,3,5,10,1,,,1,,14,41,
Library,LIBR,LIBR,1,2558,WOMACK C Z,19,2,1,,8,,,,,4,34,
,,,,2559,PARISE M P,28,9,1,,1,,,1,,3,43,
,,,,2560,PARISE M P,33,5,,,,,,,,1,39,
,,,,4281,MIZRACHI D E,17,9,5,3,3,,1,,,13,51,
Life Science,ANATMY,ANATMY,,1075,DELL M M,4,7,7,1,6,,,,,10,35,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 54 of 86,
Department,Subject,Course,Section,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Life Science,ANATMY,ANATMY,1076,HUTCHINSON S C,2,2,6,3,,4,,,,,16,33
,,,1077,WATSON K R,7,10,3,1,,1,,,,,12,34
,,,1078,STEPHANOU M L,10,6,2,1,,3,,,,,9,31
,,,1079,VALLE A M,10,5,2,1,,1,,,,,15,34
,,,1080,HILL B J,8,7,5,2,,1,,,,,5,28
,,,1081,WISSMANN P B,2,4,7,,,4,,,,,14,31
,,,1082,HUTCHINSON S C,2,5,4,1,,2,,,,1,17,32
,,,1083,STEPHANOU M L,2,6,9,2,,3,,,,1,10,33
,,,1084,WISSMANN P B,3,5,5,2,,,,1,,,16,32
,,,1085,CABREL C B,13,15,5,,,1,,,,,3,37
,,,1086,FINK S A,17,5,1,1,,4,,,,,7,35
,,,4013,COVITT G S,4,6,7,2,,3,,,,,11,33
,,,4014,FICKBOHM D J,10,5,2,4,,2,,,,,10,33
,,,4015,RINDEN N S,12,2,10,,,4,,1,,,4,33
,,,4016,FICKBOHM D J,7,7,3,4,,6,,,,,3,30
,,ANATMY,1087,DELL M M,5,7,1,,,,,,,,4,17
,BIOL,BIOL,2,1189,LONDE S P,3,6,7,5,12,,,,,13,46
,,,1190,LONDE S P,2,5,7,1,,15,,,1,,15,46
,,,1191,HUTCHINSON S C,7,7,6,5,,5,,1,,,16,47
,,,1192,DELL M M,10,5,7,4,,7,,,,,14,47
,,,1193,SKYDELL J L,9,7,9,4,,6,,,,1,10,46
,,,1194,SKYDELL J L,7,5,8,3,,10,,,,,10,43
,,,1195,ROSTAMI M,25,17,3,,,,,,,2,7,54
,,,4049,ROSTAMI M,31,10,4,,,1,,,,,11,57
,,,4050,CASSANO V P,12,15,11,2,,3,,1,,,6,50
,,,4051,CASSANO V P,14,12,7,4,,3,,,,1,9,50
,,BIOL,3,1196,KIM-RAJAB O S,9,5,7,1,,,,,,4,26
,,,1197,LE M K,9,10,4,2,,6,,,,,5,36
,,,1198,JAYACHANDRAN S,9,12,6,8,,1,,,,1,1,38
,,,1199,KIM-RAJAB O S,9,6,2,1,,6,,,2,,4,30
,,,1200,KIM-RAJAB O S,5,7,6,1,,1,,,1,,11,32
,,,1201,FENNOY S L,4,8,10,,,4,,,,,9,35
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 55 of 86
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Life Science,BIOL,BIOL,3,1202,FENNOY S L,7,8,5,3,2,,1,,,4,30,
,,,,1203,SAKAI W H,2,7,11,1,1,,,,,6,28,
,,,,1204,SAKAI W H,3,6,13,,2,,,,,6,30,
,,,,1205,SAKAI W H,4,7,10,1,1,,,,,6,29,
,,,,1206,SAKAI W H,7,4,9,5,1,,,,,6,32,
,,,,1207,NICHOLS L B,14,7,3,4,1,,,,1,,30,
,,,,1208,VON DER OHE C G,15,9,4,1,,,,1,,1,31,
,,,,1209,GRAHAM E A,7,7,13,,,,,,2,4,33,
,,,,1210,SPIEGLER M A,6,8,10,,2,,,,,4,30,
,,,,1211,JORDAN E A,6,4,9,2,1,,3,,1,1,27,
,,,,1212,NICHOLS L B,7,10,7,1,1,,,,2,1,29,
,,,,4052,ROMERO R,8,9,7,4,1,,,,1,2,32,
,,,,4053,CHEN T T,7,7,8,1,,,,1,,9,33,
,,,,4054,PEPPER E D,6,16,7,1,,,,2,1,,33,
,,,,4055,CHEN T T,10,1,8,3,1,,,,,5,28,
,,BIOL,9,1213,SPIEGLER M A,6,6,10,5,9,,,,,2,38,
,,,,1214,TOWER J A,7,9,9,6,9,,,1,2,3,46,
,,,,1215,PRICE W M,14,10,12,,3,,1,,8,3,51,
,,,,1216,TOWER J A,12,10,7,7,7,,,,,4,47,
,,,,1217,MCLAUGHLIN D,12,6,2,2,,,,,1,7,30,
,,,,1218,MCLAUGHLIN D,17,5,1,1,3,,,1,1,3,32,
,,,,1219,SAKURAI D S,6,10,11,7,4,,,,1,9,48,
,,,,4056,JORDAN E A,11,7,8,,3,,1,,5,3,38,
,,BIOL,15,1220,TARVYD E S,6,8,12,5,2,,,,,5,38,
,,,,1221,TARVYD E S,4,7,9,,5,,,,,8,33,
,,,,1222,BAGHDASARIAN G,11,6,2,3,5,,,,,6,33,
,,BIOL,15N,4057,MOSS J L,7,13,6,,3,,,,1,1,31,
,,BIOL,21,1223,SCURIC Z,6,10,6,,4,,,,,7,33,
,,,,1224,COLAVITO M C,9,7,5,4,,,,,,10,35,
,,,,1225,COLAVITO M C,5,7,10,2,2,,,,,8,34,
,,,,4058,CHEN T T,6,7,7,,1,,,,,12,33,
,,BIOL,22,1226,BOBER M A,4,3,8,2,2,,,,,10,29,
"Monday, March 04, 2013",,,,,,,,,,,,,,,,Page 56 of 86,
Department,Subject,Course,Section,,Instructor,A,B,C,D,DR,F,IP,IX,NP,P,W,Grand Total
Life Science,BIOL,BIOL,22,1227,BOBER M A,3,9,7,,,,,,,14,33,
,,,,1228,BOBER M A,2,1,4,,,,,,,8,15,
,,BIOL,23,1229,BAKER E H,4,4,3,,,,,,,3,14,
,,BIOL,81,1230,BUCHANAN A G,,,,,,,,6,10,7,23,
,BOTANY,BOTANY,,1233,TOWER J A,6,4,4,3,7,,,1,1,6,32,
,,,,1234,AZUMA K K,5,9,2,1,,,,,,11,28,
,,,,1235,BAKER E H,4,5,9,2,1,,,,,4,25,
,,,,1236,BAKER E H,4,4,3,4,5,,,,1,6,27,
,MCRBIO,MCRBIO,,2722,NAREY V,6,9,6,1,,,,,,2,24,
,,,,2723,KLUCKHOHN JONES L W,13,4,5,,,,,,,3,25,
,,,,2724,BUCHANAN A G,17,6,4,,,,,,,1,28,
,,,,2725,BUCHANAN A G,14,5,4,,,,,,,3,26,
,MLT,MLT,1,3373,CHU H G,7,10,1,,,,,,,3,21,
,NUTR,NUTR,1,2904,ORTEGA Y,18,13,7,4,3,,,,,2,47,
,,,,2905,ORTEGA Y,19,17,3,4,1,,,,,6,50,
,,,,2906,GONZALEZ C L,8,14,9,7,1,,,,,2,41,
,,,,2907,ORTEGA Y,15,15,11,1,1,,,,,8,51,
,,,,2908,NOVAK D S,11,14,7,6,,,,1,,6,45,
,,,,2909,STAFSKY G B,13,8,4,1,5,,,,,7,38,
,,,,2910,NOVAK D S,6,10,8,3,1,,,,,11,39,
